age,income_band,region,tenure_months,prior_purchases,web_visits_30d,prior_campaign_response,credit_score_band,premium_support_calls_30d,welcome_email_click,first_month_usage_minutes,signup_30d
62.6,4,Midwest,15.0,2,3,0,2,0,0,0.0,0
26.5,1,South,9.5,3,2,0,2,0,0,0.0,0
57.0,2,Midwest,3.8,0,4,0,3,0,0,0.0,0
32.8,3,South,24.0,0,7,0,3,0,0,0.0,0
20.4,1,Midwest,79.6,4,3,0,2,0,0,0.0,0
44.9,1,North,25.8,0,8,0,1,0,0,0.0,0
38.9,4,West,10.5,1,3,0,3,0,0,0.0,0
28.7,3,West,29.9,3,4,0,2,1,1,201.2,1
21.8,4,Midwest,3.7,0,7,1,1,0,0,0.0,0
41.9,1,South,20.8,3,6,0,2,0,0,0.0,0
53.7,2,Midwest,15.2,1,3,0,3,0,0,0.0,0
49.0,2,West,10.7,1,7,1,2,1,1,140.9,1
42.7,4,South,32.3,1,4,0,2,0,0,0.0,0
47.7,2,Midwest,3.0,0,2,0,2,0,0,0.0,0
41.7,2,West,18.3,2,5,0,2,2,0,190.8,1
24.8,1,Midwest,46.2,3,5,0,1,0,0,0.0,0
24.9,3,North,5.4,2,7,0,1,0,0,0.0,0
39.6,1,South,7.4,0,5,0,2,0,0,0.0,0
40.1,1,South,25.9,3,7,1,1,0,0,0.0,0
52.2,2,North,35.5,1,6,0,3,0,0,0.0,0
51.1,2,West,8.0,0,3,1,2,0,0,0.0,0
49.3,1,Midwest,10.7,1,7,0,2,0,0,0.0,0
38.6,1,West,32.3,3,4,1,2,1,1,121.7,1
25.4,4,South,8.1,1,3,1,3,3,1,88.4,1
46.9,1,West,26.3,0,6,0,3,0,0,0.0,0
48.3,1,South,4.2,0,5,0,3,1,1,166.3,1
18.0,1,South,12.7,4,2,0,1,0,0,0.0,0
32.0,4,North,28.0,1,2,0,2,0,0,0.0,0
33.7,1,North,14.8,2,7,0,2,0,0,0.0,0
43.4,3,South,1.0,3,3,0,2,0,0,0.0,0
32.4,4,Midwest,12.5,3,6,0,1,0,0,0.0,0
41.5,2,Midwest,8.2,2,5,0,3,0,0,0.0,0
39.5,2,North,2.6,3,4,0,2,0,0,0.0,0
40.1,3,Midwest,1.0,0,6,0,1,0,0,0.0,0
33.4,3,North,1.1,2,2,1,2,0,0,0.0,0
34.3,3,South,71.5,2,4,0,3,0,0,0.0,0
29.0,3,South,33.3,1,4,0,3,0,0,0.0,0
46.6,2,South,67.4,1,3,0,2,0,0,0.0,0
48.9,3,North,2.9,2,7,0,3,0,0,0.0,0
32.8,1,Midwest,20.3,1,4,0,1,0,0,0.0,0
60.2,2,South,2.1,1,5,0,2,0,0,0.0,0
38.2,3,West,1.0,3,3,0,1,0,0,0.0,0
60.4,1,Midwest,15.1,1,6,0,2,0,0,0.0,0
34.3,1,Midwest,24.9,1,9,0,1,0,0,0.0,0
18.0,1,North,1.6,5,6,0,1,0,0,0.0,0
46.8,2,North,10.9,1,5,1,2,0,0,0.0,0
45.0,4,Midwest,2.3,1,4,0,3,0,0,0.0,0
42.4,2,Midwest,10.8,1,7,0,2,0,0,0.0,0
34.3,3,South,15.3,1,4,0,2,0,0,0.0,0
41.6,1,South,9.9,1,5,0,1,0,0,0.0,0
35.9,1,West,20.6,1,6,0,2,0,0,0.0,0
38.4,1,South,21.1,3,8,0,1,0,0,0.0,0
52.1,2,Midwest,9.7,0,2,0,1,0,0,0.0,0
44.2,2,North,11.8,2,6,1,3,0,0,0.0,0
49.3,4,West,14.0,1,10,0,1,0,0,0.0,0
39.2,2,Midwest,11.3,2,5,0,2,0,0,0.0,0
37.9,2,West,34.3,0,5,0,3,0,0,0.0,0
28.2,1,West,3.6,1,2,0,1,0,0,0.0,0
37.6,1,West,46.7,1,3,1,2,0,0,0.0,0
18.0,1,South,9.7,0,8,0,1,0,0,0.0,0
34.9,3,South,30.9,2,3,0,3,1,0,118.1,1
41.0,2,North,51.7,0,4,0,2,0,0,0.0,0
48.8,1,Midwest,52.4,1,5,0,3,0,0,0.0,0
38.8,2,West,14.5,0,3,0,2,0,0,0.0,0
46.2,2,South,7.1,1,6,0,1,0,0,0.0,0
18.0,1,North,22.3,1,4,0,1,0,0,0.0,0
41.3,3,South,4.9,3,5,0,3,0,0,0.0,0
21.8,3,North,37.5,0,5,0,1,0,0,0.0,0
27.5,2,Midwest,29.8,4,1,0,1,0,0,0.0,0
39.8,3,West,38.1,3,7,1,2,0,0,0.0,0
57.3,1,North,13.6,2,5,1,1,1,0,42.3,1
46.5,3,West,19.6,0,3,0,1,0,0,0.0,0
42.2,4,Midwest,2.6,0,9,0,3,0,0,0.0,0
41.8,2,Midwest,27.9,0,6,0,3,0,0,0.0,0
33.4,1,South,16.0,1,7,0,1,0,0,0.0,0
35.5,2,Midwest,17.1,3,4,0,2,0,0,0.0,0
47.1,2,West,45.1,1,2,1,2,0,0,0.0,0
25.4,1,South,35.5,4,5,0,3,0,0,0.0,0
49.1,3,West,18.4,1,3,0,2,0,0,0.0,0
37.3,1,South,10.5,4,4,0,1,0,0,0.0,0
51.9,1,West,14.2,3,9,0,3,2,1,139.8,1
53.5,3,Midwest,10.4,5,6,0,2,0,0,0.0,0
21.9,3,North,3.9,0,8,1,3,0,0,62.6,1
35.0,1,Midwest,24.9,2,5,0,2,0,0,0.0,0
31.7,3,West,28.2,1,6,0,2,0,0,0.0,0
20.2,4,Midwest,85.1,0,5,0,2,0,0,0.0,0
29.6,1,North,14.6,0,2,0,1,1,0,124.7,1
71.3,2,West,120.0,0,6,0,3,2,1,83.5,1
49.3,3,West,5.0,1,7,0,1,0,0,0.0,0
65.0,3,South,25.7,1,3,0,2,0,0,0.0,0
51.9,1,South,120.0,3,2,1,2,0,0,0.0,0
33.1,1,Midwest,24.5,0,3,0,2,1,1,54.8,1
37.4,3,North,14.5,0,1,0,2,0,0,0.0,0
49.1,4,North,17.4,3,8,0,3,0,0,0.0,0
47.3,3,North,44.8,1,2,0,1,0,0,0.0,0
35.1,4,North,67.2,0,5,1,3,0,0,0.0,0
23.9,3,West,14.5,0,6,0,1,0,0,0.0,0
75.0,4,Midwest,35.5,1,7,1,3,2,1,62.0,1
40.3,3,West,65.1,0,4,0,1,0,0,0.0,0
38.1,4,Midwest,8.0,4,6,0,2,0,0,0.0,0
43.4,1,South,16.3,1,6,1,1,0,0,0.0,0
39.1,3,North,120.0,1,4,0,2,6,1,139.2,1
43.5,1,Midwest,10.5,2,5,0,1,0,0,0.0,0
57.4,1,West,23.2,4,7,1,1,3,0,51.5,1
40.5,2,West,25.7,2,5,0,1,0,0,0.0,0
28.0,2,West,4.0,2,8,0,2,1,1,102.9,1
40.1,1,West,39.4,2,2,1,2,0,0,0.0,0
36.4,4,Midwest,12.8,4,6,0,1,0,0,0.0,0
59.1,3,North,16.7,2,8,1,1,1,1,175.7,1
56.1,4,West,24.7,1,5,0,1,0,0,0.0,0
43.3,4,North,12.7,2,4,0,3,0,0,0.0,0
26.7,2,South,9.4,2,6,0,2,0,0,0.0,0
27.3,2,North,19.0,1,5,0,2,0,0,0.0,0
42.2,1,South,10.2,2,10,0,3,0,0,0.0,0
46.0,2,South,13.7,3,1,0,2,2,1,54.0,1
37.5,3,North,2.8,0,7,1,2,0,0,0.0,0
36.2,2,North,44.7,1,5,0,2,0,0,0.0,0
34.9,2,Midwest,12.7,1,7,0,3,0,0,0.0,0
41.7,1,West,2.1,1,3,0,1,0,0,0.0,0
18.0,2,North,37.5,3,3,0,1,0,0,0.0,0
28.8,1,North,1.0,1,7,0,1,0,0,0.0,0
34.5,4,South,22.0,1,4,0,3,4,0,118.8,1
56.5,1,North,29.1,1,5,1,2,0,0,0.0,0
32.2,2,West,5.1,0,5,0,1,0,0,0.0,0
44.2,1,Midwest,3.4,0,8,0,1,0,0,0.0,0
44.7,3,West,2.9,0,5,0,2,0,0,0.0,0
57.6,2,West,120.0,1,6,1,2,2,1,131.3,1
57.2,1,Midwest,33.8,3,7,0,1,0,0,0.0,0
41.3,2,North,9.0,2,6,1,3,0,0,0.0,0
36.3,4,North,9.8,0,6,0,3,0,0,0.0,0
34.0,4,South,25.1,3,5,0,2,0,0,0.0,0
39.1,1,North,14.7,2,3,0,2,0,0,0.0,0
36.8,3,South,7.6,2,4,0,1,0,0,0.0,0
48.6,1,North,1.4,1,6,0,2,0,0,0.0,0
47.0,1,South,36.8,1,4,1,1,0,0,0.0,0
49.1,2,Midwest,52.6,1,8,0,2,0,0,0.0,0
57.1,1,North,5.5,2,5,1,2,0,1,173.0,1
64.4,3,North,1.6,3,5,0,2,0,0,0.0,0
43.5,4,West,3.0,2,8,0,1,0,0,0.0,0
55.2,1,South,12.8,1,4,0,2,0,0,0.0,0
37.8,1,South,8.5,2,2,0,1,0,0,0.0,0
56.2,2,West,1.8,1,6,0,3,0,0,0.0,0
54.7,2,North,14.6,2,3,0,3,0,0,0.0,0
54.1,4,South,5.5,0,6,0,1,0,0,0.0,0
43.1,4,North,1.7,0,4,0,2,2,1,114.2,1
34.0,3,Midwest,25.7,1,8,0,2,0,0,0.0,0
25.3,2,South,20.4,2,9,1,1,4,1,129.8,1
41.5,3,North,42.0,0,4,0,1,0,0,0.0,0
60.4,1,Midwest,8.6,1,3,1,1,0,0,0.0,0
38.3,4,North,3.5,1,3,0,2,0,0,0.0,0
51.4,1,North,10.7,2,4,0,2,0,0,0.0,0
52.1,2,Midwest,36.2,2,6,0,2,0,0,0.0,0
38.6,1,South,6.6,2,8,1,2,0,0,0.0,0
57.8,2,West,7.1,3,8,1,2,1,1,177.2,1
18.0,3,West,3.8,0,4,1,2,0,0,0.0,0
27.3,3,Midwest,103.3,1,5,0,2,0,0,86.8,1
31.0,3,North,82.1,0,4,0,1,3,0,126.3,1
32.2,2,West,25.8,1,5,0,2,3,0,140.1,1
46.0,2,Midwest,5.8,1,5,0,2,0,0,0.0,0
45.5,4,West,34.9,3,6,0,2,0,0,0.0,0
46.7,3,North,21.0,1,1,0,2,0,0,0.0,0
49.2,1,Midwest,33.2,1,6,0,1,0,0,0.0,0
30.6,3,South,47.3,1,6,0,2,0,0,0.0,0
27.4,4,Midwest,9.2,3,8,0,3,0,0,0.0,0
46.8,3,Midwest,58.8,0,6,0,2,0,0,0.0,0
34.4,2,West,54.9,3,6,0,2,0,0,0.0,0
23.2,3,West,19.0,0,5,0,2,0,0,0.0,0
53.7,2,South,27.7,1,5,0,2,0,0,0.0,0
58.7,3,West,12.7,1,5,0,2,0,0,0.0,0
60.7,2,West,25.5,1,1,0,1,0,0,0.0,0
44.2,4,West,19.1,2,7,0,2,0,0,0.0,0
49.5,3,North,9.4,1,3,0,1,0,0,0.0,0
58.4,1,Midwest,9.4,1,5,0,2,0,0,0.0,0
34.3,3,West,25.3,2,5,1,1,0,0,0.0,0
55.3,2,North,75.3,2,2,0,2,0,0,0.0,0
45.3,2,Midwest,5.4,2,6,0,2,0,0,0.0,0
53.0,2,South,12.0,0,6,0,2,0,0,0.0,0
44.2,1,Midwest,39.3,2,3,0,2,0,0,0.0,0
57.6,4,North,3.2,2,4,0,3,0,0,0.0,0
44.7,2,North,120.0,0,5,0,2,0,0,0.0,0
24.2,3,South,27.2,0,2,0,3,0,0,0.0,0
59.4,2,North,58.0,0,4,0,1,2,0,159.5,1
30.6,3,South,43.7,1,3,1,1,0,0,0.0,0
57.0,2,South,36.0,1,4,0,2,0,0,0.0,0
40.9,2,North,1.0,4,6,0,2,1,1,122.4,1
56.1,4,North,12.5,3,8,0,1,0,0,0.0,0
55.6,2,West,5.4,2,5,0,2,2,0,69.5,1
47.2,3,West,49.2,3,3,0,2,0,1,153.1,1
48.1,1,South,27.4,2,7,0,3,2,1,81.8,1
47.1,2,North,2.7,1,5,0,1,0,0,0.0,0
18.0,4,West,10.7,0,2,1,2,0,0,0.0,0
43.4,3,West,1.7,0,3,0,2,0,0,0.0,0
28.6,2,West,32.3,2,6,0,1,0,0,0.0,0
44.1,4,West,13.0,2,9,0,2,0,0,0.0,0
28.3,2,South,6.4,1,4,0,2,0,0,0.0,0
27.8,2,Midwest,17.5,2,6,0,2,0,0,0.0,0
61.3,2,North,1.0,2,5,0,3,0,0,0.0,0
54.8,3,North,7.1,1,6,1,2,0,0,0.0,0
42.0,2,West,4.6,3,4,1,2,1,1,46.2,1
44.2,2,South,64.0,2,2,0,1,0,0,0.0,0
39.0,4,Midwest,11.4,2,8,1,2,0,0,0.0,0
48.8,1,Midwest,21.1,1,4,0,3,0,0,0.0,0
33.9,1,North,16.8,0,2,0,1,0,0,0.0,0
53.9,1,South,25.8,1,4,0,2,0,0,0.0,0
39.0,2,South,7.9,2,5,0,2,0,0,0.0,0
37.0,2,North,3.1,2,5,0,2,1,1,62.8,1
42.3,1,Midwest,2.0,0,5,0,2,0,0,0.0,0
34.9,2,South,5.2,1,6,0,2,0,0,0.0,0
45.9,2,West,15.8,1,8,0,1,0,0,0.0,0
35.6,3,South,6.5,0,2,0,2,0,0,0.0,0
47.6,4,North,13.7,0,7,1,1,0,0,0.0,0
56.6,3,North,1.0,0,3,0,1,0,0,0.0,0
33.4,1,West,23.7,1,6,0,2,0,0,0.0,0
40.4,1,Midwest,50.5,4,5,1,2,0,0,0.0,0
47.5,3,Midwest,1.2,0,6,0,1,0,0,0.0,0
36.8,3,West,5.9,2,4,1,2,0,0,0.0,0
47.6,1,South,9.2,2,5,1,2,0,0,0.0,0
48.7,2,North,8.1,1,4,0,1,0,0,0.0,0
55.0,3,West,1.0,0,6,0,2,0,0,0.0,0
34.7,2,North,2.7,3,8,0,2,0,0,0.0,0
30.7,2,North,58.5,1,7,0,1,1,1,33.1,1
38.3,1,West,29.8,1,2,0,2,0,0,0.0,0
30.4,3,Midwest,76.3,3,3,0,3,0,0,0.0,0
48.8,3,Midwest,13.9,2,5,0,1,0,0,0.0,0
28.1,4,West,50.7,2,5,0,2,0,0,0.0,0
70.0,3,West,40.7,1,8,0,2,0,0,0.0,0
57.6,2,South,49.9,2,6,0,2,0,0,0.0,0
42.2,3,West,1.0,5,6,0,1,0,0,0.0,0
52.4,2,North,25.4,3,5,0,2,5,1,105.5,1
22.4,1,Midwest,20.1,4,5,1,1,0,1,106.0,1
72.3,4,North,18.9,3,4,0,2,0,0,0.0,0
34.9,2,Midwest,16.8,4,5,1,3,2,1,77.6,1
40.6,2,North,38.1,1,4,0,1,0,0,0.0,0
19.7,4,West,82.7,1,4,0,1,0,0,0.0,0
47.8,4,West,42.4,3,6,0,2,0,0,0.0,0
28.7,2,South,49.0,1,4,0,1,2,1,130.7,1
43.2,1,Midwest,15.9,3,10,0,1,0,0,0.0,0
35.5,2,West,28.2,2,6,0,2,0,0,0.0,0
29.1,4,Midwest,12.9,3,3,0,3,1,1,147.8,1
32.3,2,West,10.7,1,4,1,2,0,0,0.0,0
44.7,4,South,54.2,0,5,0,2,1,0,75.4,1
26.6,1,West,56.5,3,6,1,2,1,1,53.3,1
33.0,2,West,27.5,1,5,0,3,0,0,0.0,0
50.0,2,South,43.7,3,4,0,2,0,0,0.0,0
73.2,2,North,10.7,0,4,0,2,0,0,0.0,0
47.7,4,Midwest,13.6,1,2,0,1,3,1,26.9,1
31.0,3,North,41.3,2,10,0,2,0,0,0.0,0
37.6,1,North,12.2,4,10,0,3,1,1,41.5,1
42.4,2,North,1.0,0,7,0,1,0,0,0.0,0
37.8,3,Midwest,10.5,0,6,0,2,0,0,0.0,0
52.8,2,South,12.2,0,8,1,3,0,0,0.0,0
44.6,4,West,4.0,2,4,0,2,1,1,76.6,1
52.9,1,West,10.1,1,6,0,2,0,0,0.0,0
38.2,2,North,65.4,2,10,1,1,0,0,0.0,0
57.9,1,Midwest,46.9,4,3,0,1,0,0,0.0,0
40.0,1,North,14.2,2,6,0,1,0,0,0.0,0
30.3,2,South,29.7,2,3,0,1,0,0,0.0,0
68.1,4,West,4.0,1,3,0,2,0,0,0.0,0
20.1,1,West,33.5,3,5,0,2,0,0,0.0,0
33.1,1,West,15.5,0,3,0,3,0,0,0.0,0
34.5,2,West,30.8,0,6,0,2,0,0,0.0,0
72.1,3,South,24.8,0,7,0,2,0,0,0.0,0
63.7,3,Midwest,6.4,2,11,0,2,0,0,0.0,0
59.9,3,Midwest,43.2,3,5,0,2,0,0,0.0,0
38.0,1,South,20.4,1,10,0,2,0,0,0.0,0
71.1,3,West,36.8,1,3,0,1,0,0,0.0,0
46.4,3,Midwest,2.4,0,6,0,2,0,0,0.0,0
53.7,2,South,22.9,2,14,0,2,0,0,0.0,0
44.2,2,North,8.3,0,4,0,2,0,0,0.0,0
41.4,3,South,47.3,2,3,0,2,0,0,0.0,0
39.0,2,West,71.7,0,4,0,3,0,0,0.0,0
39.5,1,West,1.4,3,5,1,1,0,0,0.0,0
49.3,2,West,30.9,0,7,0,2,0,0,0.0,0
46.4,2,North,2.6,1,7,0,2,0,0,0.0,0
41.6,1,Midwest,46.8,1,6,0,1,0,0,0.0,0
60.1,3,West,3.2,1,5,0,2,0,0,0.0,0
18.0,4,North,5.2,1,5,0,2,0,0,0.0,0
48.1,2,South,7.0,3,4,0,2,0,0,0.0,0
50.6,2,Midwest,31.2,2,2,0,3,0,0,0.0,0
55.8,3,Midwest,8.3,1,3,0,3,0,0,0.0,0
41.2,3,South,21.8,2,6,0,2,0,0,0.0,0
44.5,2,Midwest,20.4,1,8,0,1,0,0,0.0,0
53.8,3,South,12.4,2,1,0,1,0,0,0.0,0
59.9,3,North,18.6,2,5,0,2,2,1,77.1,1
38.4,1,West,3.0,0,9,0,1,0,0,0.0,0
45.2,2,North,50.1,0,3,0,3,0,0,0.0,0
62.1,1,West,5.6,3,4,0,1,0,0,0.0,0
18.0,4,Midwest,50.9,0,2,0,1,0,0,0.0,0
33.7,1,South,17.6,0,3,1,2,3,1,94.5,1
59.6,1,South,22.8,0,4,0,1,0,0,0.0,0
55.1,2,North,7.1,1,2,0,2,0,0,0.0,0
48.3,4,North,6.0,2,3,1,2,0,0,0.0,0
36.6,2,Midwest,16.2,4,4,0,1,0,0,0.0,0
31.4,3,South,7.5,3,5,0,1,0,0,0.0,0
34.9,3,West,13.2,2,4,0,2,0,0,0.0,0
60.6,3,Midwest,13.9,1,5,0,3,3,1,106.6,1
34.5,3,Midwest,7.6,0,6,1,1,0,0,0.0,0
43.2,1,Midwest,8.3,1,7,1,2,0,0,0.0,0
33.0,4,South,86.6,2,3,0,3,0,0,0.0,0
52.1,3,North,21.2,2,6,1,3,4,1,165.0,1
35.5,4,South,42.8,0,3,0,2,0,0,0.0,0
40.8,3,West,1.1,1,6,0,2,0,0,0.0,0
21.8,4,South,1.0,3,6,1,1,0,0,0.0,0
22.6,1,West,17.6,4,3,0,2,0,0,0.0,0
42.1,2,West,42.1,3,3,0,1,2,0,120.7,1
26.1,2,West,22.7,2,7,0,1,0,0,0.0,0
67.3,1,South,23.1,0,6,0,2,0,0,0.0,0
18.0,3,West,3.6,2,6,0,2,0,0,0.0,0
32.4,1,West,92.2,2,4,0,1,6,1,153.6,1
42.2,1,Midwest,18.1,1,6,0,2,0,0,0.0,0
37.6,3,Midwest,2.6,1,4,0,2,3,1,161.2,1
28.8,4,South,12.8,2,6,0,3,7,1,40.9,1
30.5,3,Midwest,1.8,3,3,0,2,0,0,0.0,0
30.1,3,Midwest,13.0,0,3,0,1,0,0,0.0,0
38.6,2,North,29.8,1,6,1,3,3,0,58.1,1
65.4,4,South,9.4,1,3,0,3,0,0,0.0,0
42.9,2,South,9.0,1,3,0,2,0,0,0.0,0
56.2,4,Midwest,17.3,4,5,0,3,1,1,42.6,1
48.1,1,South,16.6,0,6,1,1,0,0,0.0,0
55.4,3,South,15.1,1,6,0,2,0,0,0.0,0
18.0,3,South,17.5,0,6,0,2,0,0,0.0,0
38.3,2,South,1.2,1,7,0,1,0,0,0.0,0
57.7,3,Midwest,15.4,2,7,0,2,0,0,0.0,0
35.1,3,North,115.9,4,4,0,2,4,1,147.1,1
63.1,4,Midwest,34.7,3,9,0,2,0,0,0.0,0
59.8,1,North,8.1,1,6,0,2,0,0,0.0,0
36.4,1,South,27.2,1,5,0,1,0,0,0.0,0
36.0,1,West,9.6,2,4,0,2,0,0,0.0,0
29.8,1,South,5.1,0,3,1,1,0,0,0.0,0
34.4,2,South,35.6,2,8,0,2,0,0,0.0,0
27.2,3,West,5.6,1,3,0,3,0,0,0.0,0
47.1,2,South,47.0,0,10,0,1,0,0,0.0,0
24.5,3,South,11.5,0,2,0,2,0,0,0.0,0
49.2,2,West,33.9,1,4,0,2,0,0,0.0,0
49.5,2,South,7.2,1,3,0,2,0,0,0.0,0
22.1,1,South,25.4,1,7,0,2,0,0,0.0,0
60.6,3,North,5.7,2,3,0,1,0,0,0.0,0
48.2,3,Midwest,1.0,6,5,0,1,0,0,0.0,0
51.0,2,South,40.4,2,8,0,2,1,0,64.3,1
32.9,2,South,46.5,3,6,0,2,0,0,0.0,0
49.5,1,South,51.0,0,4,0,3,0,0,0.0,0
55.5,3,North,1.0,0,7,0,3,0,0,0.0,0
40.8,3,South,34.3,2,6,0,2,0,0,0.0,0
66.0,3,Midwest,43.4,4,6,0,1,0,0,0.0,0
42.5,1,West,9.0,0,7,0,1,0,0,0.0,0
55.7,1,North,15.3,2,6,0,2,0,0,0.0,0
45.5,1,West,12.6,3,5,0,2,3,1,154.9,1
49.0,1,North,13.9,0,5,0,1,0,0,0.0,0
21.9,1,South,45.0,2,4,0,3,2,0,49.8,1
46.5,1,North,13.0,1,8,0,2,0,0,0.0,0
33.2,2,South,8.6,0,4,0,3,0,0,0.0,0
31.8,2,West,3.4,1,1,0,2,0,0,0.0,0
62.9,2,West,27.0,2,3,0,2,0,0,0.0,0
39.4,2,Midwest,2.1,0,5,0,2,0,0,0.0,0
30.0,3,Midwest,1.5,0,4,0,1,0,0,0.0,0
37.7,3,North,27.5,1,8,0,3,5,1,55.9,1
26.4,2,North,28.4,4,4,0,1,0,0,0.0,0
59.2,3,South,5.3,1,5,0,2,0,0,0.0,0
33.7,4,West,75.6,0,5,0,2,0,0,0.0,0
48.4,2,West,37.2,1,4,0,2,0,0,0.0,0
58.3,1,North,27.8,1,5,0,2,0,0,0.0,0
36.0,4,West,33.7,1,5,0,1,0,0,0.0,0
48.4,4,Midwest,12.7,2,5,0,2,0,1,71.9,1
29.6,1,North,14.6,4,6,0,2,0,0,0.0,0
71.3,1,Midwest,49.0,3,2,0,1,0,0,0.0,0
53.2,3,South,1.0,3,8,0,1,0,0,0.0,0
39.7,2,Midwest,38.9,1,9,0,2,0,0,0.0,0
32.7,4,North,14.2,3,5,0,2,0,0,0.0,0
40.6,1,Midwest,15.0,2,5,0,2,0,0,0.0,0
37.9,4,Midwest,9.5,4,4,0,2,0,0,0.0,0
65.4,1,North,22.4,0,4,0,2,0,0,0.0,0
27.3,2,South,27.0,0,4,0,1,0,0,0.0,0
43.6,4,Midwest,4.2,3,9,1,3,2,1,58.5,1
41.8,1,North,20.0,0,2,0,2,0,0,0.0,0
40.6,1,Midwest,15.0,1,5,0,2,0,0,0.0,0
40.7,4,Midwest,36.5,0,7,0,3,0,0,0.0,0
40.6,1,West,18.9,3,3,0,2,0,0,0.0,0
52.5,1,Midwest,13.5,2,4,0,3,0,0,0.0,0
49.3,2,South,18.1,2,7,0,3,0,0,0.0,0
47.0,3,Midwest,16.2,1,2,0,1,0,0,0.0,0
18.0,3,North,65.7,0,4,0,1,0,0,0.0,0
45.6,4,North,9.0,5,7,1,2,0,0,0.0,0
22.1,2,West,1.0,1,8,0,2,0,0,0.0,0
49.8,2,West,26.0,0,8,0,2,0,0,0.0,0
59.7,2,Midwest,22.2,0,5,1,2,0,0,0.0,0
30.9,3,West,57.8,3,5,0,3,1,0,137.0,1
38.9,3,South,3.0,0,7,0,2,0,0,0.0,0
34.8,4,West,17.7,1,2,1,2,0,0,0.0,0
56.8,4,North,3.9,1,6,1,2,3,1,139.9,1
43.1,2,West,14.6,1,3,0,3,0,0,131.6,1
62.7,2,South,38.6,3,5,0,3,2,1,211.3,1
47.0,3,South,46.7,3,6,0,3,4,0,78.5,1
44.9,1,West,43.1,1,3,0,2,0,0,0.0,0
42.8,1,West,19.0,1,9,0,1,0,0,0.0,0
51.8,4,West,24.1,2,8,0,2,0,0,0.0,0
21.1,2,North,19.2,1,7,0,2,0,0,0.0,0
43.0,2,North,19.8,0,5,0,3,3,1,126.9,1
41.2,2,South,51.9,2,5,0,3,3,1,105.1,1
50.7,3,West,5.6,2,2,0,2,0,0,0.0,0
39.7,1,Midwest,13.9,1,4,0,3,0,0,0.0,0
29.5,3,South,22.6,0,6,1,2,2,0,74.6,1
42.1,2,North,34.8,1,7,0,2,0,1,184.5,1
29.0,4,South,34.4,2,6,0,2,0,0,0.0,0
18.9,2,North,3.0,1,4,0,3,0,0,0.0,0
50.7,4,Midwest,6.0,2,1,0,3,0,0,0.0,0
48.9,2,West,58.2,1,7,0,2,0,0,0.0,0
47.6,4,West,10.6,2,3,0,1,4,1,131.1,1
57.6,4,West,1.0,1,7,0,2,0,0,0.0,0
34.0,2,Midwest,5.3,1,4,0,2,0,0,0.0,0
24.8,2,Midwest,83.8,3,8,1,2,3,1,33.8,1
41.2,2,Midwest,8.9,1,4,0,3,0,0,0.0,0
37.8,3,Midwest,22.8,0,5,1,3,0,0,0.0,0
31.9,2,North,31.1,0,2,0,2,0,0,0.0,0
41.0,2,South,25.0,0,7,0,3,0,0,0.0,0
34.7,3,Midwest,11.4,0,3,0,2,0,0,0.0,0
20.0,3,North,13.5,1,8,1,3,1,0,128.4,1
36.7,1,South,43.7,2,5,1,2,0,0,0.0,0
28.4,1,South,26.1,1,4,0,2,0,0,0.0,0
44.8,1,Midwest,1.0,1,5,0,2,0,0,0.0,0
34.1,1,Midwest,5.5,1,4,0,1,0,0,0.0,0
55.3,2,South,8.1,2,1,0,1,0,0,0.0,0
61.2,3,South,10.9,0,4,0,2,0,0,0.0,0
50.2,2,North,20.6,3,2,0,2,0,0,0.0,0
23.4,1,Midwest,11.0,1,7,0,2,4,1,59.3,1
60.1,2,South,41.8,0,5,1,2,0,0,0.0,0
60.9,4,South,15.4,3,7,0,3,0,0,0.0,0
42.2,2,West,16.7,1,4,0,2,0,0,0.0,0
57.9,4,Midwest,13.4,2,4,0,2,1,1,149.6,1
35.4,1,North,8.9,1,6,0,2,0,0,0.0,0
19.6,1,North,31.0,1,2,1,3,0,0,0.0,0
32.9,3,West,6.3,1,3,0,2,0,0,0.0,0
62.8,2,Midwest,28.1,3,3,1,2,3,1,127.7,1
24.1,3,North,18.1,1,7,0,1,0,0,0.0,0
42.0,4,West,2.6,2,10,1,2,5,0,70.2,1
42.4,2,North,1.0,3,4,0,2,0,0,0.0,0
35.8,3,North,4.5,0,3,1,1,0,0,0.0,0
36.7,3,West,34.4,0,4,0,1,0,0,0.0,0
42.9,4,South,11.7,1,1,1,1,0,0,0.0,0
35.3,2,South,39.2,2,3,0,2,2,0,40.9,1
24.9,1,North,16.7,1,7,0,2,0,0,0.0,0
44.6,2,Midwest,1.0,1,7,0,1,0,0,0.0,0
54.9,4,Midwest,44.9,1,6,0,3,0,0,0.0,0
52.4,1,Midwest,66.1,1,2,0,1,0,0,0.0,0
32.3,1,West,1.9,1,2,1,1,0,0,0.0,0
27.0,2,North,5.6,2,6,1,2,0,0,0.0,0
38.6,3,West,30.2,2,4,0,3,0,0,0.0,0
60.8,2,Midwest,120.0,3,5,0,3,0,0,0.0,0
49.7,1,West,50.2,0,5,0,2,0,0,0.0,0
50.4,3,South,2.5,1,8,0,3,0,0,0.0,0
52.7,1,Midwest,22.4,0,10,0,2,0,0,0.0,0
47.0,1,Midwest,26.3,1,7,0,1,0,0,0.0,0
43.4,2,South,23.9,3,9,0,2,0,0,0.0,0
