id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,fico_range_high,fico_range_low,revol_bal,revol_util
4806690,12275, 36 months,11.1,402.69,B,3 years,MORTGAGE,36000.0,Not Verified,debt_consolidation,15.54,1.0,1999-01-01,13.0,0.0,684,680,5531,47.0
37741222,11200, 36 months,15.5,391.5,D,1 year,MORTGAGE,67000.0,Verified,debt_consolidation,29.02,0.0,2004-02-01,17.0,0.0,674,670,26004,42.0
97769593,5000, 36 months,6.0,155.48,C,2 years,RENT,55000.0,Verified,car,19.22,0.0,2010-11-01,9.0,0.0,739,735,6505,33.0
54578309,5650, 36 months,19.1,207.65,E,,RENT,18840.0,Verified,debt_consolidation,13.06,0.0,2005-07-01,8.0,0.0,674,670,4249,27.0
23864791,12050, 60 months,17.5,303.18,D,7 years,RENT,42000.0,Source Verified,debt_consolidation,23.51,0.0,2002-06-01,9.0,0.0,729,725,5636,31.0
61483875,7000, 36 months,11.5,230.94,B,1 year,RENT,30000.0,Verified,credit_card,19.04,0.0,2005-12-01,15.0,0.0,674,670,6408,98.0
69492854,20000, 60 months,17.9,507.55,D,10+ years,RENT,55500.0,Verified,debt_consolidation,33.32,0.0,1995-01-01,16.0,1.0,669,665,15498,71.0
76824155,30625, 60 months,19.9,811.21,E,10+ years,RENT,97500.0,Verified,debt_consolidation,37.81,1.0,1991-06-01,13.0,0.0,679,675,31101,76.0
16221258,19000, 60 months,9.1,395.98,B,< 1 year,RENT,50000.0,Source Verified,credit_card,19.08,0.0,2000-08-01,13.0,0.0,794,790,7420,14.0
80630956,32000, 36 months,18.9,1172.84,D,10+ years,MORTGAGE,147000.0,Verified,debt_consolidation,32.44,0.0,1986-04-01,16.0,0.0,694,690,53993,85.0
110685851,21000, 36 months,7.0,649.1,A,10+ years,MORTGAGE,150000.0,Verified,credit_card,12.18,2.0,1979-11-01,17.0,1.0,739,735,24524,29.0
42403958,8000, 36 months,9.1,255.04,B,10+ years,MORTGAGE,48000.0,Not Verified,debt_consolidation,11.23,0.0,2003-04-01,15.0,0.0,684,680,9774,34.0
73511311,20575, 36 months,9.7,661.49,B,7 years,RENT,107000.0,Source Verified,credit_card,21.69,0.0,1999-02-01,14.0,0.0,684,680,28198,91.0
69862793,14950, 36 months,11.4,492.85,B,2 years,RENT,34000.0,Not Verified,credit_card,28.17,1.0,2001-05-01,21.0,0.0,669,665,23935,50.0
8576079,9125, 36 months,6.6,280.18,A,2 years,RENT,80000.0,Not Verified,debt_consolidation,12.57,0.0,2005-07-01,3.0,0.0,724,720,9142,90.0
74102341,16000, 36 months,11.9,531.36,C,2 years,MORTGAGE,65000.0,Source Verified,debt_consolidation,27.01,1.0,2002-10-01,16.0,0.0,664,660,9610,48.0
47644161,15000, 60 months,16.5,369.17,D,9 years,OWN,39900.0,Verified,credit_card,36.48,0.0,1986-11-01,16.0,0.0,714,710,3763,28.0
21410069,18000, 36 months,10.1,582.08,B,10+ years,MORTGAGE,85000.0,Source Verified,other,17.61,0.0,1999-09-01,9.0,0.0,664,660,6457,58.0
40510339,31000, 36 months,14.3,1064.18,C,6 years,RENT,80000.0,Verified,debt_consolidation,28.16,1.0,1995-01-01,12.0,0.0,684,680,32208,94.0
105842549,12000, 60 months,14.9,285.42,C,2 years,RENT,48000.0,Source Verified,debt_consolidation,16.33,0.0,2001-03-01,7.0,1.0,669,665,13528,47.0
61712433,30000, 36 months,16.5,1062.88,D,4 years,MORTGAGE,80000.0,Source Verified,debt_consolidation,7.15,0.0,2006-04-01,12.0,0.0,754,750,760,2.0
66105065,13000, 36 months,7.8,406.72,A,10+ years,MORTGAGE,44000.0,Source Verified,debt_consolidation,22.83,0.0,2002-03-01,6.0,0.0,669,665,17303,74.0
129815643,4500, 36 months,10.0,147.12,B,1 year,RENT,32000.0,Source Verified,credit_card,9.08,0.0,2008-08-01,10.0,0.0,699,695,5726,36.0
131608832,3000, 36 months,11.9,99.62,B,< 1 year,RENT,62000.0,Source Verified,debt_consolidation,18.11,0.0,2007-07-01,28.0,0.0,689,685,8524,52.0
100162679,14200, 36 months,19.9,527.66,D,3 years,RENT,44500.0,Source Verified,debt_consolidation,25.43,0.0,2010-09-01,6.0,0.0,689,685,5773,97.0
57852606,12000, 36 months,7.8,375.43,A,< 1 year,RENT,79000.0,Verified,major_purchase,16.89,2.0,2004-02-01,10.0,0.0,674,670,11367,38.0
49037476,10000, 36 months,12.6,335.45,C,8 years,RENT,42000.0,Verified,debt_consolidation,36.29,1.0,1994-05-01,20.0,1.0,689,685,9346,33.0
70884714,4000, 36 months,11.4,131.85,B,,MORTGAGE,27790.0,Source Verified,debt_consolidation,13.91,0.0,1990-07-01,6.0,1.0,669,665,6462,28.0
110559977,5000, 36 months,12.6,167.56,C,2 years,RENT,23000.0,Not Verified,major_purchase,22.81,0.0,2009-07-01,11.0,0.0,779,775,200,1.0
109993620,30000, 60 months,14.0,699.3,C,10+ years,MORTGAGE,69000.0,Source Verified,credit_card,17.29,0.0,1987-06-01,10.0,0.0,764,760,22709,41.0
66414965,21000, 36 months,12.8,706.36,C,10+ years,MORTGAGE,108000.0,Not Verified,debt_consolidation,10.96,0.0,2002-01-01,9.0,0.0,674,670,10602,66.0
75608170,29150, 60 months,19.9,772.14,E,10+ years,RENT,63400.0,Verified,debt_consolidation,24.29,0.0,2003-12-01,11.0,0.0,684,680,32259,76.0
5610234,35000, 36 months,15.0,1227.05,C,2 years,MORTGAGE,108000.0,Verified,debt_consolidation,26.32,0.0,1992-09-01,14.0,0.0,684,680,44962,75.0
65681254,30000, 60 months,13.1,685.36,C,< 1 year,MORTGAGE,80000.0,Source Verified,debt_consolidation,10.83,0.0,1999-03-01,15.0,0.0,699,695,27043,58.0
102215982,10000, 36 months,7.9,313.32,A,< 1 year,MORTGAGE,100000.0,Source Verified,debt_consolidation,13.48,0.0,2001-11-01,12.0,0.0,689,685,14856,60.0
21501264,26750, 60 months,19.5,701.59,E,,OWN,61000.0,Verified,debt_consolidation,28.16,0.0,2003-12-01,9.0,0.0,674,670,53841,70.0
61037514,28000, 60 months,17.8,708.89,D,5 years,MORTGAGE,100000.0,Source Verified,debt_consolidation,16.85,2.0,2001-02-01,12.0,0.0,689,685,27020,74.0
129098691,26000, 36 months,21.8,990.94,D,< 1 year,MORTGAGE,205000.0,Source Verified,debt_consolidation,13.57,0.0,1997-11-01,11.0,1.0,664,660,13728,82.0
63246413,13200, 36 months,9.1,420.81,B,< 1 year,RENT,63000.0,Source Verified,debt_consolidation,19.6,0.0,2007-08-01,15.0,0.0,689,685,13945,59.0
3701144,21250, 36 months,13.1,717.13,B,2 years,RENT,65000.0,Source Verified,debt_consolidation,2.79,0.0,2004-11-01,4.0,0.0,719,715,6651,63.0
618067,3600, 36 months,6.9,111.01,A,< 1 year,RENT,45000.0,Not Verified,credit_card,2.35,0.0,2006-07-01,6.0,0.0,734,730,4763,34.0
62305346,28000, 36 months,14.6,965.84,C,,MORTGAGE,90000.0,Source Verified,debt_consolidation,13.87,0.0,1997-03-01,26.0,1.0,674,670,37331,65.0
20899530,30000, 60 months,13.3,687.98,C,10+ years,MORTGAGE,160000.0,Verified,credit_card,17.3,0.0,1985-05-01,19.0,0.0,704,700,41419,66.0
60616098,18000, 36 months,6.2,549.56,A,10+ years,MORTGAGE,74000.0,Not Verified,debt_consolidation,15.45,1.0,1999-03-01,9.0,0.0,724,720,12376,31.0
10162932,10000, 36 months,14.9,346.56,C,10+ years,RENT,42000.0,Source Verified,debt_consolidation,25.23,0.0,2000-07-01,11.0,1.0,674,670,7152,45.0
83376158,7200, 36 months,15.5,251.68,C,9 years,RENT,35040.0,Verified,debt_consolidation,17.6,0.0,1990-07-01,10.0,2.0,669,665,12921,77.0
3355104,3500, 36 months,15.0,122.71,C,5 years,MORTGAGE,52000.0,Not Verified,home_improvement,16.22,0.0,2005-01-01,11.0,0.0,669,665,10545,61.0
7689563,10625, 60 months,25.9,318.06,G,10+ years,RENT,50000.0,Verified,debt_consolidation,10.94,0.0,1993-07-01,6.0,0.0,664,660,4291,58.0
65623946,25150, 60 months,18.9,652.27,E,10+ years,MORTGAGE,63000.0,Not Verified,debt_consolidation,19.98,0.0,2007-04-01,15.0,1.0,739,735,1667,3.0
39602579,13750, 60 months,24.0,399.57,F,1 year,RENT,40000.0,Source Verified,debt_consolidation,32.13,0.0,2007-07-01,12.0,0.0,669,665,14480,78.0
13957492,6000, 36 months,18.9,219.7,D,5 years,MORTGAGE,75000.0,Verified,debt_consolidation,8.93,0.0,2007-09-01,16.0,1.0,689,685,11110,34.0
77507109,9525, 36 months,7.8,298.0,A,4 years,OWN,38954.0,Source Verified,credit_card,24.31,0.0,2004-05-01,6.0,1.0,694,690,5306,62.0
86954333,10000, 36 months,8.9,317.96,B,4 years,RENT,47000.0,Not Verified,debt_consolidation,21.04,0.0,1999-11-01,15.0,0.0,709,705,10217,29.0
59401162,2100, 36 months,9.1,66.95,B,,RENT,9000.0,Verified,debt_consolidation,18.0,0.0,2002-02-01,5.0,1.0,689,685,1720,35.0
24806802,24000, 36 months,6.4,735.47,A,10+ years,MORTGAGE,102145.56,Source Verified,home_improvement,16.11,0.0,1993-03-01,7.0,0.0,739,735,10403,62.0
60467099,14000, 60 months,13.3,320.92,C,10+ years,MORTGAGE,70000.0,Source Verified,debt_consolidation,24.48,0.0,1996-04-01,31.0,0.0,679,675,32320,64.0
6134984,7750, 36 months,16.7,275.47,C,6 years,RENT,56000.0,Not Verified,debt_consolidation,17.91,0.0,1999-12-01,7.0,0.0,699,695,4397,83.0
69980557,11000, 36 months,7.9,344.25,A,2 years,RENT,45000.0,Verified,credit_card,9.47,0.0,2004-12-01,6.0,0.0,709,705,10502,67.0
66541869,28350, 60 months,18.0,723.0,E,1 year,MORTGAGE,70000.0,Not Verified,debt_consolidation,37.49,0.0,2002-01-01,17.0,1.0,734,730,28180,49.0
35883852,12800, 60 months,23.9,368.16,F,3 years,MORTGAGE,28000.0,Source Verified,debt_consolidation,18.56,0.0,2001-10-01,13.0,0.0,694,690,10050,51.0
48634819,35000, 60 months,15.6,843.9,D,10+ years,RENT,150000.0,Verified,credit_card,11.79,1.0,1994-01-01,7.0,0.0,669,665,43435,94.0
427765,2650, 36 months,11.2,87.09,B,1 year,RENT,48000.0,Not Verified,credit_card,20.8,0.0,1967-04-01,13.0,0.0,704,700,8129,63.0
88132824,7500, 36 months,10.9,245.51,B,4 years,RENT,55000.0,Source Verified,credit_card,13.24,0.0,2007-01-01,14.0,0.0,679,675,8315,42.0
63450568,28000, 60 months,19.9,741.68,E,1 year,MORTGAGE,85000.0,Not Verified,debt_consolidation,23.59,0.0,2002-09-01,18.0,0.0,669,665,28397,47.0
12956980,6000, 36 months,14.6,206.94,C,10+ years,RENT,20000.0,Source Verified,other,21.67,0.0,2005-12-01,4.0,0.0,674,670,2117,39.0
4278610,8325, 36 months,11.1,273.11,B,1 year,RENT,40000.0,Not Verified,credit_card,21.0,0.0,2006-12-01,11.0,0.0,744,740,5884,42.0
117201738,5550, 36 months,29.6,234.67,F,,OWN,17388.0,Verified,home_improvement,1.73,0.0,1992-11-01,3.0,0.0,794,790,586,3.0
96628039,35000, 36 months,8.2,1100.66,B,10+ years,MORTGAGE,100000.0,Source Verified,credit_card,20.63,0.0,1991-07-01,14.0,0.0,744,740,31915,59.0
1347363,2000, 36 months,15.8,70.13,C,,OWN,44000.0,Not Verified,credit_card,17.24,0.0,2001-08-01,8.0,0.0,669,665,10247,82.0
6646537,5000, 36 months,7.6,155.81,A,4 years,RENT,25000.0,Verified,credit_card,24.55,0.0,1983-12-01,10.0,0.0,709,705,8622,55.0
106356897,28825, 60 months,14.9,685.6,C,10+ years,MORTGAGE,160000.0,Verified,debt_consolidation,8.39,0.0,1997-10-01,11.0,1.0,719,715,7075,26.0
57244987,20000, 36 months,9.1,637.58,B,1 year,OWN,79000.0,Source Verified,debt_consolidation,19.73,0.0,1998-11-01,13.0,0.0,694,690,7473,39.0
44046670,21000, 36 months,9.9,677.52,B,4 years,MORTGAGE,76000.0,Source Verified,debt_consolidation,20.67,0.0,2002-05-01,9.0,0.0,714,710,10502,54.0
99945883,18100, 36 months,18.9,663.39,D,7 years,MORTGAGE,63000.0,Source Verified,debt_consolidation,11.71,0.0,2006-07-01,5.0,1.0,689,685,4952,69.0
50316084,20000, 36 months,5.3,602.3,A,10+ years,MORTGAGE,140000.0,Source Verified,home_improvement,8.25,0.0,1989-03-01,24.0,0.0,764,760,43223,34.0
38644659,22200, 60 months,11.9,493.72,B,7 years,MORTGAGE,176000.0,Verified,debt_consolidation,22.03,0.0,2004-09-01,10.0,0.0,694,690,38232,83.0
62589495,28000, 36 months,5.3,843.22,A,5 years,MORTGAGE,350000.0,Verified,credit_card,5.36,0.0,1996-06-01,10.0,0.0,739,735,239788,30.0
62146486,7000, 36 months,10.9,229.14,B,2 years,MORTGAGE,121000.0,Source Verified,debt_consolidation,14.99,2.0,1988-05-01,15.0,1.0,679,675,6252,32.0
44905928,6000, 36 months,15.6,209.79,D,10+ years,RENT,72000.0,Verified,debt_consolidation,23.18,0.0,1990-03-01,15.0,1.0,664,660,7780,56.0
38575284,30000, 36 months,11.9,996.29,B,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,10.21,2.0,1972-05-01,9.0,0.0,689,685,12577,53.0
90195760,5000, 36 months,9.4,160.15,B,,MORTGAGE,28000.0,Verified,debt_consolidation,6.22,0.0,2006-02-01,6.0,1.0,684,680,2932,41.0
8274991,12300, 36 months,9.6,394.99,B,2 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,17.18,2.0,1996-11-01,10.0,0.0,684,680,16210,45.0
46206048,2800, 36 months,8.1,87.98,B,10+ years,MORTGAGE,38000.0,Not Verified,debt_consolidation,18.33,0.0,2004-11-01,12.0,0.0,689,685,2982,47.0
84463483,5000, 36 months,9.4,160.15,B,,MORTGAGE,40000.0,Verified,debt_consolidation,6.5,1.0,1997-10-01,15.0,0.0,719,715,5815,17.0
77548239,19000, 36 months,11.4,626.28,B,4 years,RENT,75000.0,Verified,credit_card,20.06,0.0,2007-06-01,8.0,0.0,694,690,19354,54.0
36048514,35000, 36 months,11.4,1153.17,B,10+ years,OWN,100000.0,Verified,debt_consolidation,22.66,0.0,1983-07-01,13.0,0.0,699,695,18026,43.0
117289972,12000, 36 months,17.0,428.38,D,10+ years,MORTGAGE,40000.0,Verified,debt_consolidation,22.5,0.0,2001-12-01,7.0,0.0,699,695,5385,63.0
44776444,10000, 36 months,13.3,338.54,C,7 years,OWN,45000.0,Source Verified,other,21.73,0.0,1997-12-01,5.0,0.0,674,670,46178,91.0
45212313,20225, 60 months,17.5,508.87,D,10+ years,MORTGAGE,68000.0,Source Verified,debt_consolidation,5.17,2.0,1999-10-01,8.0,1.0,719,715,1203,18.0
88128537,8275, 36 months,26.4,335.57,F,6 years,RENT,32529.0,Verified,major_purchase,30.33,0.0,2003-07-01,6.0,1.0,664,660,4800,68.0
17292941,10000, 36 months,10.9,327.34,B,9 years,MORTGAGE,60000.0,Not Verified,credit_card,4.57,0.0,2005-03-01,7.0,0.0,664,660,6017,54.0
2308819,25000, 36 months,11.1,820.13,B,10+ years,MORTGAGE,85000.0,Verified,debt_consolidation,19.75,1.0,1989-08-01,13.0,0.0,694,690,56820,54.0
128838384,13000, 36 months,7.9,407.2,A,3 years,MORTGAGE,67000.0,Verified,debt_consolidation,10.96,0.0,2005-12-01,4.0,0.0,689,685,9971,96.0
1232981,18000, 60 months,13.9,418.74,C,2 years,RENT,45000.0,Verified,debt_consolidation,25.04,0.0,2000-09-01,12.0,0.0,724,720,17911,61.0
40097349,22200, 36 months,8.1,697.62,A,7 years,OWN,45849.0,Verified,debt_consolidation,35.79,0.0,1997-08-01,12.0,0.0,754,750,24756,47.0
20810661,13600, 36 months,8.3,428.63,A,7 years,MORTGAGE,70000.0,Not Verified,debt_consolidation,14.06,0.0,2001-10-01,7.0,0.0,744,740,12464,49.0
85757358,20000, 36 months,7.5,622.96,A,2 years,OWN,182000.0,Not Verified,credit_card,7.64,1.0,1995-08-01,8.0,0.0,724,720,21409,47.0
43165913,10000, 36 months,10.9,327.34,B,7 years,RENT,108000.0,Not Verified,debt_consolidation,13.42,0.0,2006-03-01,12.0,0.0,719,715,35810,44.0
127937226,6000, 36 months,18.0,217.1,D,8 years,MORTGAGE,34000.0,Verified,debt_consolidation,41.65,0.0,1995-11-01,9.0,0.0,699,695,6066,59.0
135193210,5200, 36 months,17.4,186.62,D,9 years,RENT,54000.0,Not Verified,debt_consolidation,11.58,1.0,2004-05-01,17.0,0.0,674,670,7873,28.0
84515913,10500, 60 months,15.5,253.06,C,4 years,MORTGAGE,87600.0,Verified,vacation,20.74,0.0,2003-02-01,13.0,0.0,669,665,15778,71.0
63394125,12000, 60 months,9.1,250.1,B,2 years,RENT,89000.0,Not Verified,credit_card,20.66,0.0,1996-09-01,18.0,0.0,709,705,21843,37.0
25387172,10000, 36 months,6.0,304.36,A,6 years,RENT,130000.0,Source Verified,credit_card,5.12,0.0,1998-12-01,8.0,0.0,819,815,2980,11.0
84564100,2500, 36 months,21.4,94.82,D,10+ years,RENT,50000.0,Verified,other,13.23,0.0,1999-02-01,12.0,1.0,679,675,2409,20.0
79662848,9000, 36 months,8.3,283.65,B,4 years,MORTGAGE,145000.0,Source Verified,debt_consolidation,0.53,0.0,1999-10-01,22.0,1.0,669,665,111,0.0
59111223,10000, 36 months,7.8,312.86,A,2 years,RENT,50000.0,Source Verified,credit_card,14.57,0.0,2008-05-01,10.0,0.0,719,715,10709,43.0
552819,12000, 36 months,15.9,421.59,D,4 years,MORTGAGE,72500.0,Verified,debt_consolidation,22.76,6.0,1993-12-01,22.0,0.0,669,665,10457,33.0
57844713,10000, 36 months,12.6,335.45,C,10+ years,RENT,75000.0,Verified,other,27.66,1.0,1990-07-01,11.0,1.0,669,665,12158,55.0
55918940,13000, 36 months,12.6,436.09,C,10+ years,MORTGAGE,65000.0,Not Verified,debt_consolidation,19.05,0.0,1998-11-01,10.0,0.0,684,680,10517,70.0
100470803,18000, 36 months,13.4,610.75,C,10+ years,MORTGAGE,63000.0,Verified,debt_consolidation,22.15,0.0,2006-06-01,6.0,0.0,694,690,11578,52.0
1301900,17800, 60 months,21.9,491.32,E,8 years,MORTGAGE,45000.0,Verified,debt_consolidation,21.55,0.0,1993-09-01,11.0,0.0,664,660,14129,60.0
8596277,21500, 60 months,19.5,563.9,D,,MORTGAGE,51173.0,Verified,debt_consolidation,4.95,0.0,1969-01-01,11.0,1.0,699,695,4390,24.0
28432729,35000, 60 months,10.1,746.24,B,10+ years,MORTGAGE,87500.0,Verified,debt_consolidation,29.3,1.0,1996-09-01,22.0,0.0,699,695,31060,54.0
99953987,17000, 36 months,18.9,623.07,D,2 years,OWN,85000.0,Verified,debt_consolidation,20.98,0.0,2006-07-01,11.0,2.0,674,670,18964,53.0
75103252,40000, 36 months,7.3,1242.23,A,4 years,MORTGAGE,360000.0,Verified,debt_consolidation,9.21,2.0,1987-07-01,10.0,1.0,689,685,7893,26.0
42675149,6500, 36 months,6.3,198.9,A,2 years,RENT,40000.0,Source Verified,credit_card,11.13,1.0,2001-09-01,9.0,0.0,734,730,6417,30.0
6514936,15000, 36 months,13.0,505.78,B,10+ years,RENT,67000.0,Not Verified,debt_consolidation,20.72,0.0,1988-10-01,14.0,0.0,679,675,16324,87.0
119322398,10000, 36 months,13.5,339.79,C,7 years,MORTGAGE,42000.0,Not Verified,debt_consolidation,17.6,0.0,2011-01-01,14.0,0.0,664,660,7185,41.0
60800749,5350, 36 months,11.5,176.5,B,2 years,RENT,35500.0,Source Verified,debt_consolidation,16.94,0.0,2008-02-01,9.0,0.0,689,685,1839,37.0
22471935,10000, 36 months,10.9,327.34,B,10+ years,RENT,67000.0,Not Verified,debt_consolidation,21.28,0.0,2001-12-01,19.0,0.0,694,690,13758,40.0
41082443,30000, 60 months,10.9,652.13,B,10+ years,MORTGAGE,120000.0,Verified,debt_consolidation,12.01,0.0,1993-04-01,19.0,0.0,719,715,16726,57.0
2375555,20500, 60 months,15.0,496.35,C,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,12.68,1.0,1992-06-01,6.0,0.0,694,690,16970,89.0
37907641,28000, 60 months,11.4,614.95,B,< 1 year,MORTGAGE,98000.0,Source Verified,debt_consolidation,20.76,0.0,2002-09-01,11.0,0.0,689,685,33319,90.0
50023474,12000, 60 months,13.3,275.07,C,9 years,RENT,45000.0,Source Verified,credit_card,27.92,0.0,2004-12-01,7.0,0.0,689,685,15645,90.0
90661879,30825, 36 months,11.4,1016.34,B,9 years,RENT,265000.0,Source Verified,debt_consolidation,22.9,0.0,2006-07-01,16.0,1.0,684,680,39843,87.0
21570592,35000, 60 months,15.6,843.9,D,6 years,RENT,175000.0,Verified,credit_card,11.32,0.0,1997-05-01,9.0,0.0,714,710,36491,97.0
4568881,21850, 60 months,18.7,563.8,D,10+ years,MORTGAGE,73673.0,Verified,home_improvement,26.18,0.0,1994-09-01,19.0,1.0,674,670,7648,79.0
38068337,8000, 36 months,6.0,243.49,A,10+ years,MORTGAGE,29000.0,Source Verified,credit_card,14.11,0.0,1995-05-01,14.0,0.0,664,660,15190,46.0
48354355,19600, 36 months,11.5,646.61,B,10+ years,MORTGAGE,56000.0,Source Verified,debt_consolidation,35.34,1.0,2002-10-01,9.0,0.0,674,670,11089,94.0
46633111,15000, 36 months,12.6,503.18,C,10+ years,MORTGAGE,100000.0,Not Verified,debt_consolidation,20.71,5.0,2001-04-01,19.0,0.0,664,660,14314,55.0
44886078,15000, 60 months,18.8,387.79,E,10+ years,MORTGAGE,92363.6,Verified,debt_consolidation,30.64,3.0,2004-05-01,22.0,0.0,674,670,16743,81.0
90265480,10000, 36 months,18.9,366.51,D,10+ years,MORTGAGE,60000.0,Verified,other,26.42,0.0,1989-04-01,34.0,1.0,674,670,9445,33.0
56058981,16000, 36 months,6.8,493.23,A,6 years,RENT,66000.0,Source Verified,credit_card,13.53,0.0,1984-05-01,8.0,1.0,684,680,5578,42.0
105333150,5500, 36 months,13.5,186.89,C,2 years,RENT,50000.0,Verified,debt_consolidation,24.65,0.0,2007-05-01,12.0,0.0,674,670,12484,55.0
104223223,15000, 36 months,7.4,466.53,A,10+ years,MORTGAGE,200000.0,Source Verified,credit_card,8.14,0.0,1990-08-01,9.0,1.0,764,760,3749,19.0
7088981,12000, 36 months,17.5,431.19,D,8 years,OWN,105000.0,Source Verified,debt_consolidation,18.08,0.0,2001-11-01,9.0,0.0,704,700,8822,84.0
140864771,15000, 36 months,11.0,491.51,B,,MORTGAGE,71000.0,Not Verified,credit_card,4.82,0.0,1988-02-01,7.0,1.0,699,695,9664,41.0
21400886,10300, 36 months,14.4,354.49,C,2 years,MORTGAGE,30000.0,Verified,credit_card,15.8,0.0,2002-08-01,7.0,0.0,684,680,5315,53.0
38509382,12225, 60 months,14.3,286.43,C,1 year,MORTGAGE,70000.0,Not Verified,other,14.97,1.0,1987-05-01,9.0,0.0,684,680,30052,91.0
112764319,20000, 60 months,30.6,655.08,F,10+ years,OWN,80000.0,Source Verified,debt_consolidation,20.72,0.0,1991-09-01,7.0,0.0,714,710,15932,58.0
22264376,16750, 36 months,14.4,576.47,C,3 years,MORTGAGE,40000.0,Verified,home_improvement,8.73,0.0,2004-12-01,22.0,0.0,689,685,11708,42.0
40582639,10000, 36 months,11.4,329.48,B,3 years,RENT,137555.0,Source Verified,credit_card,5.98,0.0,2000-12-01,5.0,0.0,694,690,3594,94.0
95098102,3000, 36 months,10.4,97.5,B,5 years,RENT,24000.0,Verified,debt_consolidation,25.05,0.0,2002-05-01,6.0,1.0,714,710,1342,26.0
20069790,12000, 36 months,6.4,367.74,A,9 years,MORTGAGE,63000.0,Not Verified,debt_consolidation,18.55,0.0,2005-05-01,7.0,0.0,719,715,7840,52.0
52959387,22000, 36 months,7.8,688.29,A,6 years,MORTGAGE,115000.0,Source Verified,debt_consolidation,19.35,0.0,1992-05-01,13.0,0.0,689,685,128973,64.0
116884187,17000, 60 months,16.0,413.59,C,10+ years,RENT,96000.0,Source Verified,debt_consolidation,13.08,1.0,1998-03-01,11.0,0.0,664,660,12382,63.0
61962594,12800, 36 months,9.9,412.96,B,8 years,RENT,65000.0,Source Verified,debt_consolidation,2.77,0.0,2005-10-01,7.0,0.0,679,675,8326,20.0
6394956,12000, 36 months,10.6,390.83,B,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,8.4,0.0,2004-02-01,7.0,0.0,724,720,5497,41.0
51967720,4825, 36 months,18.5,175.77,E,7 years,RENT,80000.0,Source Verified,small_business,6.02,0.0,2003-09-01,12.0,0.0,684,680,2205,26.0
75285587,32000, 60 months,17.2,799.94,D,1 year,MORTGAGE,128370.0,Source Verified,debt_consolidation,13.48,0.0,2002-08-01,18.0,0.0,694,690,19878,57.0
109717814,6375, 36 months,9.4,204.04,B,6 years,RENT,90000.0,Source Verified,debt_consolidation,17.68,0.0,1999-12-01,9.0,1.0,734,730,1554,42.0
67849645,35000, 36 months,14.4,1204.4,C,2 years,RENT,100000.0,Verified,credit_card,33.9,1.0,2001-07-01,15.0,1.0,694,690,7449,35.0
5594831,9100, 36 months,18.7,332.43,D,8 years,RENT,41200.0,Not Verified,credit_card,22.31,0.0,1995-10-01,10.0,0.0,669,665,7036,55.0
129511645,30000, 36 months,15.0,1040.55,C,10+ years,RENT,140000.0,Source Verified,credit_card,13.83,0.0,2013-05-01,8.0,0.0,669,665,27299,65.0
81346815,20000, 36 months,10.9,654.68,B,10+ years,OWN,130000.0,Source Verified,credit_card,10.34,0.0,2001-01-01,10.0,0.0,669,665,15715,61.0
87033295,12000, 36 months,8.5,379.32,A,< 1 year,MORTGAGE,95000.0,Not Verified,credit_card,16.79,0.0,2006-07-01,10.0,0.0,724,720,16336,48.0
115404623,12000, 60 months,16.0,291.95,C,< 1 year,OWN,75000.0,Source Verified,debt_consolidation,9.27,1.0,1994-04-01,4.0,1.0,664,660,7283,89.0
1297153,12000, 36 months,13.1,404.97,B,2 years,RENT,45000.0,Source Verified,debt_consolidation,10.35,0.0,2006-06-01,6.0,0.0,704,700,3947,50.0
4455192,10625, 36 months,14.3,364.85,C,10+ years,MORTGAGE,31000.0,Not Verified,credit_card,15.52,0.0,1997-06-01,7.0,1.0,674,670,12291,63.0
10129356,11000, 36 months,14.4,378.47,C,6 years,RENT,62000.0,Source Verified,credit_card,10.72,0.0,2002-08-01,13.0,1.0,679,675,4023,23.0
77815128,16000, 60 months,18.9,414.97,D,7 years,RENT,125000.0,Source Verified,debt_consolidation,21.38,0.0,1998-10-01,13.0,0.0,694,690,22401,59.0
11445751,3350, 36 months,18.2,121.54,D,1 year,RENT,46200.0,Source Verified,house,34.99,0.0,1998-03-01,23.0,0.0,684,680,3205,76.0
68821443,21000, 36 months,7.4,653.14,A,1 year,MORTGAGE,72200.0,Not Verified,debt_consolidation,34.67,0.0,1998-06-01,10.0,0.0,714,710,13495,42.0
96513241,20000, 36 months,11.4,659.43,B,8 years,RENT,68000.0,Not Verified,debt_consolidation,18.53,0.0,2003-01-01,23.0,1.0,694,690,11197,49.0
16662075,16000, 60 months,13.9,372.13,C,,OWN,115000.0,Source Verified,debt_consolidation,15.03,3.0,1985-12-01,16.0,0.0,699,695,13287,62.0
55250243,10000, 36 months,10.9,327.34,B,9 years,RENT,42715.0,Not Verified,debt_consolidation,27.06,0.0,2006-04-01,11.0,0.0,689,685,13854,69.0
79131574,14000, 36 months,5.3,421.61,A,10+ years,MORTGAGE,120000.0,Not Verified,home_improvement,12.25,0.0,1985-04-01,18.0,0.0,844,840,16555,13.0
