age,income_band,region,tenure_months,prior_purchases,web_visits_30d,prior_campaign_response,credit_score_band,premium_support_calls_30d,welcome_email_click,first_month_usage_minutes,lead_id,signup_30d
25.0,1,West,26.2,0,9,0,3,0,0,0.0,16351,0
46.3,3,West,8.0,3,3,0,1,0,0,0.0,22226,0
18.0,1,South,73.6,1,8,0,2,0,0,0.0,9573,0
42.3,3,South,25.3,1,7,0,1,0,0,0.0,1799,0
44.7,2,Midwest,2.0,2,4,0,2,0,0,0.0,10181,0
52.5,1,Midwest,6.3,3,5,0,2,0,0,0.0,3283,0
34.3,2,West,47.1,1,7,0,2,0,0,0.0,29929,0
20.5,1,Midwest,5.4,3,4,0,2,0,0,0.0,31592,0
49.5,1,West,6.8,4,5,0,2,0,0,0.0,36755,0
36.3,1,Midwest,33.2,0,4,0,2,0,0,0.0,13087,0
28.1,1,North,11.4,1,2,0,1,0,0,0.0,16805,0
23.5,1,North,46.0,2,8,0,3,0,0,0.0,17730,0
70.7,1,Midwest,10.4,1,4,0,3,0,0,0.0,5035,0
41.8,1,North,19.2,1,7,0,1,0,0,0.0,24639,0
56.4,2,Midwest,11.5,4,8,0,1,0,0,0.0,14350,0
42.8,1,North,8.6,2,7,0,2,0,0,0.0,37583,0
55.4,2,Midwest,68.3,2,1,0,2,0,0,0.0,10145,0
48.1,3,South,24.0,2,5,0,2,0,0,0.0,30100,0
23.4,3,Midwest,34.1,0,2,0,2,0,0,0.0,30689,0
59.4,1,Midwest,89.5,0,7,0,1,0,0,0.0,32539,0
53.6,1,West,7.9,0,6,0,3,0,0,0.0,27708,0
34.5,2,North,17.3,2,4,0,3,0,0,0.0,7485,0
53.2,3,North,18.3,0,4,0,2,0,0,0.0,16461,0
35.8,1,North,10.4,1,4,1,1,0,0,0.0,32223,0
34.5,1,Midwest,4.5,3,7,0,1,0,0,0.0,289,0
25.4,2,West,14.2,2,3,1,1,0,0,0.0,28845,0
29.5,3,Midwest,10.0,2,5,0,3,0,0,0.0,32568,0
51.8,2,West,4.8,2,4,0,1,0,0,0.0,29579,0
47.9,1,Midwest,1.6,1,2,0,3,0,0,0.0,3827,0
44.4,4,South,17.3,1,3,0,3,0,0,0.0,17216,0
47.9,2,North,11.7,1,3,0,1,2,1,123.9,12677,1
52.9,1,Midwest,1.0,5,1,0,1,0,0,0.0,35427,0
50.7,3,Midwest,31.0,1,7,0,1,0,0,0.0,35451,0
49.0,2,West,14.3,1,7,0,2,0,0,0.0,20259,0
18.0,3,South,29.0,1,5,0,2,0,0,0.0,28155,0
59.1,2,Midwest,4.8,0,3,0,2,0,0,0.0,35799,0
30.9,2,North,4.9,1,7,0,3,0,0,0.0,30367,0
30.2,3,Midwest,22.9,3,4,0,3,0,0,0.0,32418,0
64.0,3,South,41.8,3,3,0,3,0,0,0.0,21736,0
29.5,4,Midwest,32.0,1,6,0,2,0,0,0.0,10079,0
48.2,2,North,10.5,0,4,0,1,0,0,0.0,19326,0
44.0,1,West,63.6,1,2,0,3,0,0,0.0,19113,0
62.8,2,Midwest,27.6,3,2,1,2,2,1,92.4,16850,1
18.0,2,West,14.1,0,7,1,3,0,0,0.0,2184,0
44.0,3,Midwest,29.7,1,11,0,3,0,0,0.0,22184,0
43.0,2,West,17.0,0,6,0,2,0,0,0.0,7906,0
41.6,2,North,2.1,3,5,1,3,0,0,0.0,16667,0
43.1,1,South,3.4,0,8,0,2,0,0,0.0,2987,0
30.3,4,North,22.3,1,5,0,2,0,0,0.0,7309,0
33.0,2,Midwest,41.1,2,6,0,2,0,0,0.0,4153,0
27.9,1,North,9.9,2,9,0,2,0,0,0.0,27349,0
31.1,3,West,47.7,1,8,0,2,0,0,0.0,28967,0
38.6,4,West,16.4,0,4,0,3,0,0,0.0,15876,0
41.8,4,Midwest,10.9,2,3,0,2,0,0,0.0,10193,0
42.2,4,South,30.1,1,3,0,3,0,0,0.0,18931,0
42.9,3,West,39.2,1,8,0,2,0,0,0.0,17516,0
42.4,1,Midwest,13.9,1,6,0,1,0,0,0.0,5827,0
53.7,3,North,12.8,1,3,1,3,0,0,0.0,18627,0
40.2,3,Midwest,20.9,0,5,0,1,0,0,0.0,36833,0
45.2,4,West,33.4,3,6,0,2,0,0,0.0,35987,0
31.7,4,North,82.4,1,5,0,2,0,0,0.0,9761,0
35.5,1,North,22.8,0,4,0,1,0,0,0.0,21520,0
24.4,4,Midwest,13.7,1,2,0,2,0,0,0.0,28789,0
48.7,1,South,10.0,2,5,0,1,0,0,0.0,20718,0
33.2,2,Midwest,7.4,0,7,0,3,0,0,0.0,19416,0
39.5,4,Midwest,16.8,0,7,0,3,0,0,0.0,18531,0
51.0,2,South,52.2,3,6,1,2,0,0,0.0,7502,0
44.0,3,Midwest,24.2,2,3,0,1,0,0,0.0,15424,0
30.7,3,South,5.2,1,3,0,2,0,0,0.0,7065,0
32.1,3,North,5.4,3,1,0,1,0,0,0.0,2505,0
52.4,4,West,13.8,0,5,1,3,2,1,49.5,27008,1
31.4,3,North,19.5,2,6,0,2,0,0,0.0,26006,0
42.5,3,South,4.1,1,6,0,2,0,0,0.0,20235,0
45.3,1,Midwest,1.0,4,6,1,1,0,0,0.0,11542,0
27.2,3,West,7.2,4,9,0,2,0,0,0.0,27467,0
57.3,3,North,16.9,6,3,0,2,0,1,76.9,3203,1
39.2,2,West,22.9,0,5,0,2,0,0,0.0,25073,0
36.8,1,West,34.8,0,5,0,2,0,0,0.0,17947,0
33.2,3,Midwest,8.8,1,8,0,2,0,0,0.0,21264,0
18.0,3,West,1.0,0,4,0,2,0,0,0.0,37065,0
67.4,3,South,36.5,4,3,0,1,0,0,0.0,18021,0
48.1,1,North,1.0,1,6,0,1,0,0,0.0,36477,0
18.0,2,South,28.0,1,7,0,2,1,0,96.1,21089,1
40.4,2,North,30.3,0,5,0,2,0,0,0.0,35801,0
57.9,2,South,48.0,1,3,0,2,0,0,0.0,33643,0
57.5,2,West,46.0,0,3,0,1,0,0,0.0,7018,0
18.0,1,Midwest,6.8,2,4,0,2,0,0,0.0,36964,0
43.2,2,West,4.7,1,4,0,2,1,0,97.9,18409,1
39.4,4,South,25.2,1,3,1,2,0,0,0.0,80,0
22.6,1,South,5.9,1,4,0,1,0,0,0.0,27183,0
45.5,3,North,1.8,4,7,0,3,0,0,0.0,27231,0
25.2,2,West,10.2,0,4,0,3,0,0,0.0,22044,0
57.8,2,Midwest,47.3,5,5,1,1,0,1,137.8,13465,1
50.5,1,West,22.6,4,6,0,1,0,0,0.0,19577,0
20.7,2,South,10.7,1,4,0,1,0,0,0.0,29658,0
38.0,3,West,30.7,0,3,0,2,0,0,0.0,36153,0
38.2,3,North,9.2,1,4,1,1,1,0,60.3,9872,1
42.2,3,North,20.1,2,4,0,1,0,0,0.0,26565,0
29.4,2,North,65.3,2,3,1,2,0,0,0.0,34850,0
23.2,4,South,22.1,2,4,0,2,0,0,0.0,13592,0
52.5,4,North,8.9,2,1,0,1,0,0,0.0,17020,0
18.0,2,South,25.6,3,3,0,2,0,0,0.0,9198,0
51.2,4,West,3.3,1,11,0,2,0,0,0.0,26483,0
49.3,2,North,12.8,1,11,0,2,0,0,0.0,26898,0
26.1,1,North,30.7,0,4,0,2,0,0,0.0,21524,0
54.0,3,Midwest,1.4,1,2,0,1,0,0,0.0,21712,0
56.5,2,Midwest,29.6,2,5,0,1,0,0,0.0,16154,0
54.9,1,Midwest,67.5,3,10,1,1,0,0,0.0,19209,0
47.4,2,South,11.1,0,6,0,2,0,0,0.0,14826,0
26.7,2,Midwest,15.1,0,3,0,3,0,0,0.0,14943,0
51.2,2,Midwest,2.7,3,4,0,1,0,0,0.0,13549,0
40.4,1,South,12.1,2,1,0,1,0,0,0.0,33217,0
67.7,2,North,23.5,1,2,0,3,0,0,0.0,15602,0
50.8,1,North,89.1,3,3,0,3,0,0,0.0,35750,0
42.9,3,Midwest,8.6,3,3,0,1,0,0,0.0,5103,0
34.8,2,West,52.5,1,5,0,1,0,0,0.0,12020,0
75.0,3,North,8.7,0,3,0,2,0,0,0.0,15487,0
49.3,1,North,120.0,0,9,0,2,0,1,62.7,7540,1
30.4,2,South,1.9,0,2,0,1,0,0,0.0,39203,0
31.9,1,North,16.1,0,7,0,1,0,0,0.0,15590,0
43.0,2,North,39.7,2,6,0,2,0,0,0.0,20466,0
59.2,2,North,28.1,1,4,0,2,0,0,0.0,7274,0
38.5,2,South,31.1,0,7,0,1,0,0,0.0,24589,0
32.5,1,South,3.0,2,6,0,2,0,0,0.0,20359,0
19.3,2,South,53.7,5,5,0,2,0,0,0.0,5398,0
18.6,2,North,7.9,4,8,0,2,0,0,0.0,28369,0
21.1,3,Midwest,23.7,1,9,0,1,0,0,0.0,38045,0
44.3,4,South,22.1,0,3,1,1,0,0,0.0,16040,0
44.1,2,South,1.7,3,6,0,2,0,0,0.0,24987,0
54.4,2,West,20.3,0,3,0,2,0,0,0.0,814,0
55.4,4,Midwest,11.9,1,5,1,1,0,0,0.0,17265,0
21.4,1,West,1.4,1,3,0,2,0,0,0.0,8918,0
32.2,2,West,3.2,2,3,0,2,0,0,0.0,3578,0
30.6,4,North,46.0,1,7,0,2,3,1,152.8,11999,1
50.3,4,South,12.3,0,2,0,3,0,0,0.0,33551,0
36.1,4,North,45.3,0,3,0,2,0,0,0.0,33719,0
41.3,3,West,9.6,3,7,0,2,0,0,0.0,34834,0
47.8,4,Midwest,10.4,0,5,0,2,3,1,195.5,8818,1
42.2,3,South,26.1,2,7,0,1,3,1,78.3,31417,1
44.0,2,West,36.2,2,4,0,2,0,0,0.0,27461,0
43.8,3,North,49.7,2,4,0,1,0,0,0.0,35214,0
53.1,3,South,5.5,0,4,0,2,0,0,0.0,15347,0
37.9,2,Midwest,12.4,2,9,0,1,0,0,0.0,6119,0
23.2,3,West,11.1,2,4,0,1,0,0,0.0,35548,0
54.5,3,Midwest,3.1,2,8,0,1,0,0,0.0,31413,0
18.0,1,Midwest,4.8,1,6,0,1,0,0,0.0,32362,0
49.9,1,Midwest,16.1,3,4,0,1,0,0,0.0,20181,0
34.2,4,West,61.4,1,10,0,2,0,0,0.0,32314,0
46.8,4,South,2.9,1,2,0,2,0,0,0.0,9277,0
37.2,4,West,3.0,2,2,0,3,0,0,0.0,8204,0
39.0,2,Midwest,15.5,2,10,0,1,2,0,103.4,25585,1
56.0,4,South,8.2,2,6,1,3,2,1,87.6,25606,1
36.1,1,South,19.9,0,5,0,2,0,0,0.0,17552,0
51.5,3,Midwest,27.3,0,6,1,3,0,0,0.0,5164,0
30.9,1,South,20.7,1,7,0,1,4,1,34.8,29482,1
63.6,4,North,7.1,2,3,0,2,0,0,0.0,3339,0
19.3,4,South,3.7,1,6,0,3,0,0,0.0,15169,0
51.7,2,North,3.1,0,4,0,2,0,0,0.0,1727,0
25.0,1,South,35.5,0,6,0,1,0,0,0.0,6325,0
32.8,4,Midwest,36.2,2,10,1,3,2,0,87.2,24640,1
45.2,2,South,2.8,0,4,0,2,0,0,0.0,18996,0
49.8,4,Midwest,12.1,1,6,0,3,0,0,0.0,29763,0
39.1,3,South,4.8,1,4,0,2,0,0,0.0,9845,0
52.7,2,Midwest,36.7,1,9,0,2,0,0,0.0,11080,0
51.9,2,West,68.9,1,6,0,3,0,0,0.0,35876,0
44.0,1,South,24.7,2,9,0,2,1,1,137.2,13561,1
46.8,3,North,5.5,1,3,1,3,0,0,0.0,6999,0
37.0,2,North,21.8,1,5,0,2,0,0,0.0,14018,0
42.0,4,North,7.8,1,5,0,1,0,0,0.0,24796,0
35.6,1,South,30.3,0,9,0,3,0,0,0.0,24074,0
46.0,4,West,1.0,7,3,0,2,2,1,78.2,17706,1
38.5,1,North,15.3,1,4,0,1,0,0,0.0,27148,0
43.3,1,North,2.7,2,5,0,2,0,0,0.0,31929,0
53.1,1,South,63.6,1,2,0,3,0,0,0.0,14864,0
42.6,4,Midwest,9.0,2,8,0,2,0,0,0.0,38230,0
40.1,3,West,68.7,2,4,0,3,0,0,0.0,37136,0
51.8,1,West,15.6,3,3,0,2,0,0,0.0,18222,0
53.1,2,West,62.1,1,6,1,2,5,1,94.3,28955,1
45.7,2,West,15.3,1,3,0,2,0,0,0.0,1940,0
57.7,3,South,10.7,1,9,1,3,0,0,0.0,21268,0
37.5,3,Midwest,4.0,1,8,0,1,0,0,0.0,10591,0
38.8,3,South,67.0,1,4,0,1,0,0,0.0,11221,0
50.9,2,West,14.0,3,8,0,1,0,0,0.0,25473,0
68.4,3,West,17.4,1,8,0,1,0,0,0.0,23000,0
48.1,1,West,28.0,2,2,0,2,0,0,0.0,1807,0
33.2,2,North,2.0,2,10,0,3,0,0,0.0,30778,0
32.9,1,Midwest,1.0,0,4,0,3,0,0,0.0,6238,0
36.8,3,West,7.3,0,4,0,3,0,0,0.0,39472,0
59.1,3,Midwest,26.1,1,3,0,1,0,0,0.0,4257,0
31.7,1,South,11.0,0,4,0,2,0,0,0.0,27570,0
18.0,1,West,15.6,0,5,0,2,0,0,0.0,7085,0
46.0,4,Midwest,1.0,0,4,0,2,0,0,0.0,18871,0
49.7,3,South,20.4,1,4,0,1,0,0,0.0,35015,0
20.1,3,Midwest,63.0,2,2,0,2,0,0,0.0,35462,0
31.2,2,Midwest,75.0,1,2,0,3,2,1,91.8,33778,1
43.9,4,West,68.8,0,4,0,3,0,0,0.0,32051,0
45.0,2,South,3.0,3,2,1,1,0,0,0.0,33450,0
36.7,1,South,67.6,3,5,0,2,0,0,0.0,32089,0
44.3,3,South,2.1,1,4,0,3,0,0,0.0,37593,0
34.1,2,South,2.2,0,6,0,1,0,0,0.0,28248,0
26.6,2,South,13.0,3,3,0,1,0,0,0.0,30573,0
36.6,2,West,41.2,0,3,0,1,0,0,0.0,8501,0
39.0,2,North,8.3,2,5,0,1,0,0,0.0,2287,0
40.9,2,Midwest,13.1,1,5,0,2,0,0,0.0,24508,0
31.5,2,West,30.5,1,3,0,2,0,0,0.0,32645,0
35.1,4,West,12.4,6,7,0,2,0,0,0.0,13954,0
57.7,2,South,18.9,3,4,0,2,0,0,0.0,17682,0
35.4,4,North,6.0,1,8,0,1,0,0,0.0,34522,0
22.9,2,Midwest,37.4,1,4,0,1,0,0,0.0,25358,0
36.6,3,South,16.2,1,5,0,1,0,0,0.0,2908,0
32.4,1,Midwest,17.1,0,6,1,1,0,0,0.0,9326,0
27.8,3,South,8.8,2,6,0,1,0,0,0.0,26530,0
51.5,3,South,1.7,1,6,0,3,0,0,0.0,30371,0
50.4,1,West,1.0,7,6,0,2,0,0,0.0,9283,0
58.4,3,Midwest,46.7,2,4,0,2,0,0,0.0,36989,0
39.7,3,West,14.1,0,4,0,3,0,0,0.0,22734,0
43.0,2,Midwest,11.1,0,4,1,2,0,0,0.0,15173,0
44.8,1,West,9.3,0,5,0,3,0,0,0.0,29554,0
31.6,1,North,9.8,1,4,0,2,0,0,0.0,7558,0
56.6,3,West,6.5,2,2,0,2,0,0,0.0,22109,0
42.5,3,North,40.0,1,4,0,2,0,0,0.0,19117,0
34.8,4,Midwest,26.1,1,1,0,2,0,0,0.0,13745,0
34.0,1,West,28.4,3,6,0,1,0,0,0.0,36648,0
46.2,2,Midwest,3.3,4,1,0,3,0,0,0.0,14139,0
51.5,1,Midwest,9.0,2,5,0,1,0,0,0.0,24107,0
20.9,3,West,1.1,3,9,0,2,0,0,0.0,24213,0
43.9,3,North,4.2,1,2,0,2,0,0,0.0,28400,0
38.8,3,North,19.8,1,7,0,2,0,0,0.0,3139,0
46.4,2,South,82.0,1,5,0,3,0,0,0.0,6672,0
34.1,1,West,6.3,0,7,0,2,0,0,0.0,19876,0
27.3,1,South,19.3,0,4,0,1,0,0,0.0,6612,0
66.8,1,North,2.5,3,3,0,2,0,0,0.0,26977,0
51.5,2,North,4.7,0,7,0,2,0,0,0.0,1862,0
55.5,1,South,3.2,2,11,0,1,0,0,0.0,24476,0
18.0,4,South,3.8,1,2,0,2,0,0,0.0,17890,0
22.9,2,West,15.2,3,12,0,2,0,0,0.0,33669,0
50.5,4,West,30.5,0,1,0,2,0,0,0.0,12098,0
60.0,1,Midwest,27.0,2,5,0,3,0,0,0.0,22045,0
34.7,2,West,60.3,1,4,0,2,0,0,0.0,35525,0
58.0,1,North,1.0,2,8,0,2,0,0,0.0,30227,0
39.7,3,Midwest,26.8,3,7,0,2,0,0,0.0,26437,0
55.3,2,West,1.4,2,3,0,1,0,0,0.0,1703,0
44.7,2,South,21.1,5,3,0,2,0,0,0.0,37275,0
25.5,2,South,14.8,2,4,1,2,1,1,53.7,36029,1
39.9,2,South,58.2,0,6,1,1,0,0,0.0,23597,0
35.2,1,West,36.0,5,3,0,2,0,0,0.0,20787,0
28.8,2,North,7.6,2,6,0,3,2,1,53.4,5832,1
57.2,1,North,19.0,3,3,0,2,0,0,0.0,23143,0
33.7,3,West,20.2,4,6,1,2,2,1,129.7,39609,1
18.0,3,West,26.8,1,10,1,2,0,0,0.0,36761,0
30.0,1,North,10.8,1,4,0,3,0,0,0.0,33467,0
46.5,3,North,2.2,2,6,0,2,0,0,0.0,38803,0
43.3,2,West,44.4,1,2,0,1,0,0,0.0,23221,0
32.6,1,Midwest,3.9,0,4,0,2,0,0,0.0,26221,0
43.0,1,West,36.9,1,2,0,2,0,0,0.0,35480,0
44.5,4,North,54.4,4,5,0,2,0,0,0.0,30799,0
42.2,2,Midwest,28.8,0,3,0,1,0,0,0.0,9288,0
47.2,2,North,18.9,2,4,0,1,0,0,0.0,1989,0
35.9,2,South,10.4,0,4,0,1,0,0,0.0,13879,0
50.6,2,South,4.5,4,7,0,2,0,0,0.0,8003,0
56.6,4,North,8.1,2,6,0,2,0,0,0.0,28782,0
47.8,2,South,54.7,0,2,0,1,0,0,0.0,14742,0
27.0,4,South,25.3,4,6,0,3,0,0,0.0,265,0
43.9,2,South,7.0,1,12,0,1,0,0,0.0,20897,0
18.8,1,South,17.0,1,3,1,1,0,0,0.0,19133,0
31.0,3,North,40.6,2,2,0,2,0,0,0.0,26394,0
35.7,2,West,41.6,1,9,0,2,0,0,0.0,28873,0
29.2,2,West,25.3,0,1,1,2,0,0,0.0,20320,0
47.8,2,West,2.3,1,5,0,2,0,0,0.0,21733,0
45.7,1,South,23.6,4,5,0,2,0,0,0.0,14233,0
39.7,1,West,61.2,0,7,0,3,0,0,0.0,26540,0
47.5,4,South,38.1,1,8,0,2,0,0,0.0,14490,0
53.0,3,West,37.7,1,7,0,3,0,0,0.0,38252,0
42.7,2,South,28.9,1,5,0,1,0,0,0.0,38779,0
28.9,1,West,34.7,3,8,0,2,0,0,0.0,33111,0
43.3,1,North,37.6,0,5,0,1,0,0,0.0,11344,0
44.3,2,North,4.4,3,5,0,2,2,1,67.7,9991,1
68.9,2,South,17.0,2,6,0,2,0,0,0.0,14625,0
34.0,2,South,60.2,1,5,1,2,2,1,96.2,24541,1
31.9,3,West,36.3,1,5,0,2,0,0,0.0,33715,0
31.4,1,South,4.5,1,5,0,2,0,0,0.0,29816,0
34.1,4,North,29.8,3,7,1,1,0,0,0.0,11074,0
65.8,2,Midwest,75.3,2,7,1,1,0,0,0.0,9521,0
50.5,1,West,2.6,0,4,1,2,0,0,0.0,31385,0
63.3,1,Midwest,9.5,0,8,1,3,0,0,0.0,14466,0
41.6,3,North,29.2,1,5,0,1,0,0,0.0,38704,0
21.9,4,South,45.7,2,6,0,3,0,0,0.0,11449,0
54.2,4,North,69.1,0,6,1,2,0,0,0.0,33026,0
52.2,3,West,7.3,1,2,0,2,0,0,0.0,27530,0
56.8,4,South,8.3,0,10,0,1,0,0,0.0,32346,0
43.4,1,West,31.9,0,6,0,1,0,0,0.0,29380,0
51.5,3,North,21.9,0,9,0,2,0,0,0.0,23227,0
34.1,4,West,9.0,3,7,0,2,0,0,0.0,17860,0
52.1,1,North,46.4,1,3,0,2,2,1,81.0,35536,1
75.0,3,South,11.2,2,2,0,2,0,0,0.0,5224,0
70.2,3,West,3.8,2,6,0,2,0,0,0.0,35930,0
46.6,4,North,6.6,1,9,0,1,0,0,0.0,22217,0
23.0,2,Midwest,13.5,5,7,0,1,0,0,0.0,1808,0
18.0,2,Midwest,5.0,0,3,0,1,0,0,0.0,29399,0
30.6,2,South,11.8,1,3,1,2,0,0,0.0,25635,0
42.6,2,North,1.5,3,4,0,1,0,0,0.0,18156,0
22.9,3,South,27.0,1,5,0,1,0,0,0.0,12551,0
75.0,1,Midwest,27.7,0,3,0,3,0,0,0.0,27920,0
47.5,2,West,6.3,1,4,0,2,0,0,0.0,36154,0
18.0,2,South,12.7,3,6,0,3,0,0,0.0,13125,0
35.0,3,North,16.2,0,4,0,2,0,0,0.0,11450,0
42.0,1,Midwest,29.8,0,6,0,3,0,0,0.0,5971,0
39.4,3,South,98.6,0,2,0,2,0,0,0.0,38249,0
48.5,2,Midwest,8.2,2,10,0,1,0,0,0.0,5033,0
31.2,2,West,2.0,1,6,1,2,0,1,97.9,27554,1
32.4,2,South,10.8,1,8,1,3,0,0,0.0,17853,0
38.4,3,North,16.8,0,3,0,1,0,0,0.0,3480,0
39.0,4,North,8.1,0,4,1,2,0,0,0.0,8228,0
39.7,2,Midwest,20.2,2,5,0,1,0,0,0.0,15624,0
30.6,3,Midwest,74.9,2,6,0,2,0,0,0.0,16254,0
60.5,2,North,43.2,4,4,0,3,0,0,0.0,33810,0
61.7,1,North,4.3,1,3,0,2,0,0,0.0,3998,0
27.9,2,South,80.9,3,3,0,2,0,0,0.0,36660,0
51.2,1,South,29.5,1,6,0,1,0,0,0.0,28152,0
56.4,2,North,76.1,0,9,0,2,0,0,0.0,17261,0
42.2,2,South,4.8,2,10,0,1,0,0,0.0,35443,0
25.1,1,West,19.1,2,3,0,1,0,0,0.0,5113,0
38.0,2,Midwest,1.0,4,4,0,2,0,0,0.0,33559,0
54.9,4,South,16.3,2,4,0,1,2,0,95.0,20124,1
44.7,3,South,14.8,0,7,0,3,0,0,0.0,14841,0
25.4,4,Midwest,3.3,1,7,0,2,0,0,0.0,24101,0
60.3,1,Midwest,1.0,0,8,0,2,0,0,0.0,494,0
47.1,3,North,7.3,1,5,0,3,0,0,0.0,23837,0
35.4,4,North,21.7,1,3,0,2,0,0,0.0,17826,0
43.4,1,South,45.9,1,2,0,2,0,0,0.0,25244,0
41.4,3,North,3.3,2,3,0,2,0,0,0.0,25020,0
44.2,4,Midwest,12.7,2,4,0,3,0,0,0.0,746,0
43.1,2,West,116.2,2,6,0,2,4,1,111.2,1508,1
39.8,1,South,62.3,0,7,0,2,0,0,0.0,25566,0
37.6,1,South,15.7,0,2,1,1,0,0,0.0,37806,0
59.0,1,West,34.0,1,3,0,2,1,1,117.4,26234,1
31.4,4,North,4.0,0,5,0,2,0,0,0.0,31855,0
18.0,4,North,1.0,3,4,0,3,0,0,0.0,12923,0
34.0,4,North,32.9,2,3,0,2,0,0,0.0,36166,0
30.6,2,West,1.0,0,5,0,2,0,0,0.0,34610,0
28.1,3,South,2.5,3,5,0,1,0,0,0.0,28327,0
52.9,3,North,104.7,0,6,1,2,1,1,191.6,38003,1
56.3,2,North,29.3,2,7,0,3,0,0,0.0,3875,0
29.4,2,North,1.3,2,5,0,1,0,0,0.0,10447,0
31.6,4,West,2.3,2,3,0,2,0,0,0.0,34698,0
41.3,3,West,13.8,1,8,1,3,1,1,113.3,25249,1
51.2,4,West,25.3,0,7,0,1,0,0,0.0,20383,0
26.2,1,Midwest,24.0,1,7,0,2,0,0,0.0,18042,0
31.3,2,North,56.8,2,6,0,3,0,0,0.0,35760,0
36.4,2,North,21.2,1,10,0,1,0,0,0.0,38473,0
50.9,3,West,41.2,3,6,0,2,0,0,0.0,13725,0
41.7,2,West,6.6,0,4,0,2,0,0,0.0,5465,0
51.0,1,West,116.1,0,7,0,3,0,0,0.0,21694,0
52.7,1,South,10.8,0,3,0,2,0,0,0.0,1213,0
50.9,1,North,27.6,0,3,0,2,0,0,0.0,26995,0
43.9,2,Midwest,10.5,3,4,0,2,0,0,0.0,38291,0
37.4,4,North,72.9,1,4,0,2,0,0,0.0,5869,0
32.9,3,West,20.3,2,6,0,2,0,0,0.0,12118,0
49.0,1,North,3.6,1,8,0,2,0,0,0.0,15773,0
53.0,3,North,106.6,1,4,1,1,0,0,0.0,28170,0
43.7,2,South,90.5,3,7,0,2,0,0,0.0,15464,0
26.0,2,North,3.4,3,6,0,2,0,0,0.0,8343,0
40.7,1,Midwest,1.6,2,5,0,2,0,0,0.0,1893,0
26.9,3,Midwest,6.1,0,3,1,1,0,0,0.0,32010,0
24.6,3,Midwest,2.3,2,7,0,1,0,0,0.0,35409,0
73.2,4,North,28.1,2,3,1,1,0,0,0.0,11611,0
57.1,3,West,10.3,2,5,0,2,0,0,0.0,16033,0
18.0,3,West,2.3,1,3,0,3,0,0,0.0,19033,0
26.2,3,South,56.9,0,6,0,2,0,0,0.0,37692,0
52.0,4,West,4.9,0,6,1,1,0,0,0.0,6005,0
65.1,2,South,3.7,1,2,1,2,0,0,0.0,16451,0
25.8,2,South,30.6,3,1,0,2,0,0,0.0,21140,0
51.3,3,Midwest,12.2,2,4,0,2,0,0,0.0,6675,0
26.8,2,West,45.3,1,4,0,1,0,0,0.0,5277,0
35.4,2,Midwest,36.0,0,6,1,2,0,0,0.0,28073,0
28.2,2,Midwest,14.8,0,8,0,2,0,0,0.0,7049,0
58.8,1,North,1.7,2,7,0,3,0,0,0.0,23036,0
49.4,2,Midwest,26.4,1,4,0,3,0,0,0.0,7739,0
37.6,4,West,20.1,1,5,0,2,3,0,34.7,18195,1
46.8,1,South,1.0,0,9,0,2,0,0,0.0,7879,0
49.1,1,North,35.9,2,5,1,2,0,0,0.0,31243,0
45.6,3,Midwest,33.2,0,5,0,3,0,0,0.0,21022,0
37.3,2,Midwest,25.3,1,4,0,1,0,0,0.0,22195,0
45.6,1,West,120.0,3,6,0,3,0,0,0.0,3880,0
38.7,2,West,9.3,0,4,0,2,0,0,0.0,36234,0
60.8,1,South,12.8,1,5,0,2,0,0,0.0,20957,0
28.7,4,West,67.5,1,8,0,2,0,0,0.0,16149,0
38.2,3,North,35.3,1,5,1,2,4,1,62.0,6289,1
30.2,2,West,64.5,0,3,0,3,0,0,0.0,19667,0
44.3,3,South,1.0,1,4,0,3,0,0,0.0,18497,0
42.8,2,Midwest,8.6,2,6,0,1,0,0,0.0,35640,0
52.4,1,North,12.9,2,5,0,1,0,0,0.0,31751,0
52.2,3,South,47.4,3,6,0,1,0,0,0.0,38788,0
18.0,2,Midwest,87.5,2,5,1,1,0,0,0.0,26707,0
24.1,2,West,25.2,4,3,1,2,0,0,0.0,30998,0
47.2,1,West,4.2,2,3,0,1,0,0,0.0,12135,0
46.0,4,South,5.0,0,7,0,2,0,0,0.0,38212,0
43.3,4,North,17.9,4,3,0,2,0,0,0.0,13405,0
31.7,2,North,1.9,4,7,0,3,0,0,0.0,4208,0
18.0,3,West,1.1,2,5,0,3,0,0,0.0,30224,0
52.5,3,South,15.7,1,3,0,2,0,0,0.0,19804,0
58.9,2,West,3.9,2,4,0,3,0,0,0.0,12591,0
50.3,2,Midwest,12.0,2,4,0,2,0,0,0.0,2443,0
41.9,2,West,1.3,4,6,0,2,0,0,0.0,28742,0
38.3,2,West,7.0,1,2,0,3,0,0,0.0,29204,0
41.8,2,South,1.4,2,4,1,2,0,0,0.0,36904,0
42.5,4,South,7.2,3,3,0,1,0,0,0.0,21545,0
24.4,4,Midwest,32.0,3,5,1,2,4,1,101.0,20180,1
39.4,3,South,6.3,2,5,0,2,0,0,0.0,33424,0
37.3,1,Midwest,1.8,2,5,1,2,0,0,0.0,37093,0
28.6,2,West,4.8,1,5,0,2,0,0,0.0,6000,0
51.4,2,North,42.2,2,5,1,1,2,1,80.8,20889,1
