id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,fico_range_high,fico_range_low,revol_bal,revol_util,total_pymnt,last_pymnt_d,recoveries,loan_length,term_num,ret_PESS
69555579,13000,13000, 36 months,8.4,410.32,B,< 1 year,RENT,100000.0,Not Verified,2016-01-01,Fully Paid,debt_consolidation,3.3,0.0,2004-06-01,12.0,0.0,679,675,9205,41.0,13934.807,2016-12-01,0.0,11.006386,36,2.3969402
3373285,11750,11750, 36 months,17.7,423.44,D,6 years,RENT,83684.0,Verified,2013-03-01,Fully Paid,debt_consolidation,19.56,0.0,2001-07-01,11.0,0.0,689,685,7470,57.0,14461.657,2014-11-01,0.0,20.04148,36,7.6926446
74641315,28000,28000, 36 months,7.3,869.57,A,2 years,RENT,106000.0,Verified,2016-03-01,Fully Paid,other,33.17,0.0,2002-08-01,17.0,0.0,709,705,21946,53.0,29851.166,2018-03-01,0.0,23.984066,36,2.203769
102086357,12000,12000, 60 months,7.9,243.26,A,3 years,RENT,176000.0,Source Verified,2017-03-01,Fully Paid,major_purchase,12.44,0.0,2004-07-01,17.0,0.0,729,725,24109,29.0,13224.148,2018-08-01,0.0,17.01883,60,2.0402474
6581428,22550,22550, 60 months,17.5,567.24,D,6 years,RENT,63500.0,Verified,2013-08-01,Fully Paid,credit_card,22.97,1.0,1990-07-01,18.0,0.0,689,685,26249,61.0,25757.59,2014-10-01,0.0,13.996181,60,2.844869
40971381,5600,5600, 36 months,13.9,191.37,C,< 1 year,RENT,23000.0,Source Verified,2015-02-01,Fully Paid,debt_consolidation,8.98,0.0,2011-02-01,7.0,0.0,694,690,7280,40.0,5903.1,2015-09-01,0.0,6.965235,36,1.8041673
96909079,10000,10000, 60 months,13.4,230.05,C,10+ years,MORTGAGE,55000.0,Not Verified,2017-01-01,Fully Paid,debt_consolidation,17.13,0.0,2002-06-01,17.0,0.0,669,665,12786,30.0,12293.582,2019-01-01,0.0,23.984066,60,4.587164
105637405,15000,15000, 36 months,7.2,464.81,A,10+ years,MORTGAGE,85000.0,Source Verified,2017-04-01,Fully Paid,other,8.67,0.0,1996-12-01,8.0,0.0,719,715,11101,38.0,16431.705,2019-01-01,0.0,21.027126,36,3.181567
104132083,26100,26100, 36 months,12.7,876.15,C,10+ years,MORTGAGE,145000.0,Verified,2017-04-01,Fully Paid,debt_consolidation,19.54,0.0,1984-12-01,15.0,0.0,704,700,31712,51.0,30350.854,2018-12-01,0.0,20.008625,36,5.4289317
68517350,5825,5825, 36 months,15.7,204.13,D,4 years,RENT,33000.0,Source Verified,2016-01-01,Fully Paid,debt_consolidation,23.56,0.0,2010-05-01,8.0,0.0,694,690,1287,39.0,7325.62,2018-08-01,0.0,30.982155,36,8.587239
41121331,11400,11400, 60 months,18.8,294.72,E,4 years,MORTGAGE,34000.0,Verified,2015-03-01,Fully Paid,debt_consolidation,14.44,0.0,1994-12-01,6.0,1.0,669,665,0,0.0,15796.46,2017-08-01,0.0,29.043718,60,7.713088
65822479,10000,10000, 36 months,8.1,314.2,B,5 years,RENT,26000.0,Verified,2015-11-01,Fully Paid,debt_consolidation,19.99,0.0,2000-03-01,4.0,0.0,709,705,9682,97.0,11306.444,2018-11-01,0.0,36.008953,36,4.3548145
17032538,11700,11700, 36 months,11.6,386.77,B,3 years,RENT,28000.0,Source Verified,2014-05-01,Charged Off,credit_card,18.0,0.0,2003-07-01,15.0,0.0,689,685,16638,42.0,7695.7,2015-09-01,1507.38,16.033184,36,-11.408261
90067049,15000,15000, 36 months,12.7,503.9,C,10+ years,RENT,80000.0,Not Verified,2016-10-01,Charged Off,debt_consolidation,17.96,0.0,1996-04-01,10.0,1.0,669,665,9516,77.0,11078.18,2018-06-01,1026.83,19.975769,36,-8.715157
89847885,20000,20000, 36 months,6.9,617.46,A,2 years,MORTGAGE,89000.0,Not Verified,2016-09-01,Fully Paid,debt_consolidation,11.83,0.0,2003-12-01,13.0,0.0,764,760,24007,27.0,20622.549,2017-04-01,0.0,6.965235,36,1.0375813
14578049,11200,11200, 60 months,14.1,261.54,C,6 years,OWN,40000.0,Source Verified,2014-04-01,Charged Off,debt_consolidation,20.67,1.0,1992-11-01,12.0,0.0,699,695,6455,40.0,11575.2,2017-10-01,590.52,42.021397,60,0.6700003
53884393,2000,2000, 36 months,15.6,69.93,D,2 years,RENT,35000.0,Source Verified,2015-07-01,Charged Off,other,4.18,0.0,2011-10-01,6.0,0.0,684,680,2574,73.0,2291.12,2018-03-01,40.09,32.000656,36,4.852002
74574402,20000,20000, 36 months,9.7,643.0,B,2 years,MORTGAGE,40000.0,Verified,2016-03-01,Fully Paid,credit_card,32.43,0.0,2006-10-01,8.0,0.0,724,720,17260,42.0,23126.281,2019-03-01,0.0,35.976097,36,5.210469
65180984,9000,9000, 36 months,10.9,294.61,B,7 years,MORTGAGE,50000.0,Source Verified,2015-11-01,Fully Paid,credit_card,25.11,0.0,2006-07-01,9.0,0.0,669,665,9222,64.0,10625.017,2018-12-01,0.0,36.9946,36,6.01858
69982182,15000,15000, 60 months,9.1,312.62,B,< 1 year,MORTGAGE,40425.0,Source Verified,2016-01-01,Fully Paid,credit_card,25.73,0.0,2002-05-01,25.0,0.0,714,710,22779,35.0,16706.377,2017-06-01,0.0,16.985975,60,2.2751694
79270994,10000,10000, 36 months,11.9,332.1,C,2 years,OWN,40000.0,Verified,2016-05-01,Fully Paid,debt_consolidation,20.43,0.0,2006-06-01,14.0,0.0,664,660,10792,49.0,11177.607,2017-07-01,0.0,13.996181,36,3.9253578
118150538,14000,14000, 36 months,16.0,492.34,C,3 years,MORTGAGE,62300.0,Verified,2017-09-01,Charged Off,debt_consolidation,20.84,0.0,2007-10-01,14.0,1.0,714,710,8829,36.0,4615.4,2018-06-01,203.3,8.969383,36,-22.344286
44046008,30000,30000, 36 months,13.3,1015.6,C,3 years,MORTGAGE,121000.0,Verified,2015-04-01,Charged Off,small_business,14.31,0.0,2001-01-01,13.0,0.0,739,735,11950,33.0,17292.1,2016-07-01,1958.1,15.014682,36,-14.119889
120942712,15175,15175, 36 months,22.9,586.71,E,10+ years,MORTGAGE,60000.0,Not Verified,2017-10-01,Fully Paid,debt_consolidation,34.66,0.0,2000-08-01,10.0,0.0,689,685,7133,84.0,16209.417,2018-01-01,0.0,3.0226493,36,2.2721953
811445,5600,5600, 36 months,9.9,180.67,B,,RENT,62000.0,Verified,2011-07-01,Fully Paid,other,24.27,0.0,1990-03-01,15.0,1.0,704,700,11243,29.0,6504.107,2014-08-01,0.0,37.027454,36,5.3815894
74994736,15000,15000, 36 months,11.4,494.43,B,10+ years,OWN,147000.0,Not Verified,2016-03-01,Fully Paid,debt_consolidation,17.67,0.0,1994-04-01,18.0,0.0,669,665,27241,60.0,17780.193,2019-03-01,0.0,35.976097,36,6.178208
5696367,14500,14500, 60 months,17.7,366.4,D,1 year,MORTGAGE,63000.0,Verified,2013-06-01,Charged Off,debt_consolidation,14.13,0.0,2001-01-01,14.0,4.0,664,660,8167,74.0,13604.85,2016-05-01,780.85,34.99045,60,-1.2346902
5790392,4950,4950, 36 months,13.1,167.05,B,2 years,RENT,17300.0,Verified,2013-06-01,Fully Paid,credit_card,26.15,0.0,2002-04-01,11.0,0.0,664,660,12141,57.0,5984.7847,2016-06-01,0.0,36.008953,36,6.968247
66485287,23000,23000, 36 months,6.8,709.02,A,6 years,MORTGAGE,93000.0,Source Verified,2015-12-01,Fully Paid,credit_card,13.96,1.0,2004-01-01,11.0,0.0,724,720,21397,27.0,23949.44,2016-07-01,0.0,6.9980903,36,1.3759991
65069260,16000,16000, 60 months,18.4,410.58,E,3 years,MORTGAGE,55000.0,Verified,2015-11-01,Fully Paid,debt_consolidation,26.12,0.0,2006-08-01,12.0,0.0,694,690,14265,74.0,21319.844,2017-12-01,0.0,25.002567,60,6.6498046
1186041,25000,25000, 60 months,10.7,540.33,B,7 years,MORTGAGE,70000.0,Verified,2012-04-01,Fully Paid,debt_consolidation,18.46,0.0,1986-06-01,11.0,0.0,764,760,24109,51.0,32336.85,2016-10-01,0.0,54.013428,60,5.8694797
63437919,21150,21150, 60 months,22.9,596.11,F,3 years,MORTGAGE,81545.0,Source Verified,2015-10-01,Charged Off,debt_consolidation,17.37,0.0,2005-12-01,13.0,1.0,664,660,11874,88.0,11301.87,2017-06-01,0.0,20.008625,60,-9.312653
508760,11500,7650, 36 months,7.5,238.0,A,< 1 year,RENT,24000.0,Not Verified,2010-05-01,Fully Paid,credit_card,18.45,0.0,1981-01-01,7.0,0.0,759,755,12105,37.0,8554.05,2013-02-01,0.0,33.08487,36,3.939215
126739545,11600,11600, 36 months,10.9,379.28,B,7 years,OWN,106000.0,Verified,2018-02-01,Fully Paid,debt_consolidation,13.23,2.0,1997-01-01,12.0,0.0,689,685,14784,76.0,12763.193,2019-02-01,0.0,11.992033,36,3.3425097
54007328,10000,10000, 36 months,9.1,318.79,B,7 years,MORTGAGE,49000.0,Source Verified,2015-07-01,Fully Paid,credit_card,12.52,0.0,2007-06-01,7.0,0.0,724,720,8258,47.0,11346.78,2017-09-01,0.0,26.053923,36,4.4892673
12517114,13825,13825, 60 months,18.2,352.95,D,1 year,RENT,52000.0,Source Verified,2014-02-01,Fully Paid,debt_consolidation,15.86,0.0,1998-06-01,9.0,1.0,679,675,3917,50.0,20324.46,2017-08-01,0.0,41.95569,60,9.402475
91058397,20000,20000, 36 months,10.4,649.96,B,10+ years,MORTGAGE,55000.0,Not Verified,2016-10-01,Fully Paid,credit_card,22.61,0.0,1964-11-01,18.0,0.0,704,700,38550,58.0,20282.24,2016-11-01,0.0,1.0185014,36,0.4704004
2894674,9000,9000, 36 months,12.1,299.45,B,10+ years,MORTGAGE,80000.0,Source Verified,2013-01-01,Fully Paid,debt_consolidation,10.89,0.0,1999-03-01,9.0,1.0,679,675,8932,81.0,10743.99,2015-08-01,0.0,30.9493,36,6.4592233
42484650,4000,4000, 36 months,10.9,130.94,B,2 years,RENT,34000.0,Not Verified,2015-03-01,Fully Paid,debt_consolidation,33.53,0.0,1998-10-01,11.0,1.0,684,680,10984,32.0,4695.18,2017-10-01,0.0,31.047865,36,5.793168
114236799,13000,13000, 36 months,16.0,457.17,C,9 years,MORTGAGE,56000.0,Source Verified,2017-08-01,Fully Paid,debt_consolidation,20.7,0.0,2000-02-01,8.0,0.0,699,695,29984,74.0,15143.174,2018-10-01,0.0,13.996181,36,5.4953175
10102092,13250,13250, 36 months,16.2,467.41,C,3 years,RENT,40000.0,Verified,2014-01-01,Fully Paid,debt_consolidation,21.51,0.0,1997-10-01,10.0,0.0,684,680,16544,94.0,16953.617,2017-04-01,0.0,38.965893,36,9.317276
39339922,16000,16000, 60 months,14.3,374.87,C,1 year,MORTGAGE,66000.0,Not Verified,2015-01-01,Charged Off,debt_consolidation,30.51,0.0,2003-03-01,18.0,0.0,714,710,668,1.0,6145.08,2015-12-01,2046.95,10.973532,60,-12.31865
85147705,15950,15950, 60 months,17.9,404.94,D,2 years,RENT,47500.0,Source Verified,2016-07-01,Charged Off,debt_consolidation,26.13,0.0,1984-12-01,14.0,0.0,674,670,19657,64.0,6048.11,2017-06-01,1898.76,11.006386,60,-12.416164
93970688,7575,7575, 36 months,17.9,273.82,D,10+ years,RENT,28000.0,Verified,2016-11-01,Charged Off,debt_consolidation,18.22,0.0,2003-05-01,10.0,0.0,664,660,9671,77.0,5270.69,2018-05-01,613.93,17.938766,36,-10.139978
32218579,35000,35000, 60 months,11.6,772.74,B,2 years,RENT,300000.0,Source Verified,2014-10-01,Fully Paid,home_improvement,1.35,0.0,2005-09-01,3.0,0.0,794,790,409,2.0,38036.35,2015-08-01,0.0,9.9878845,60,1.735058
10994934,10000,10000, 36 months,9.6,321.13,B,10+ years,MORTGAGE,65000.0,Not Verified,2014-01-01,Fully Paid,debt_consolidation,4.25,0.0,1990-05-01,2.0,0.0,729,725,10411,87.0,11560.034,2017-01-01,0.0,36.008953,36,5.200114
95417326,24000,24000, 60 months,28.6,757.29,F,2 years,MORTGAGE,75000.0,Verified,2016-12-01,Charged Off,debt_consolidation,33.06,1.0,1997-06-01,24.0,0.0,664,660,28393,64.0,13707.73,2018-07-01,0.0,18.957268,60,-8.576891
12386635,15750,15750, 36 months,20.4,589.27,E,5 years,RENT,50000.0,Not Verified,2014-02-01,Fully Paid,debt_consolidation,4.87,0.0,2008-08-01,8.0,0.0,699,695,7673,36.0,21090.55,2016-10-01,0.0,31.967802,36,11.302753
32509483,35000,35000, 36 months,13.9,1195.88,C,4 years,RENT,135000.0,Source Verified,2014-10-01,Charged Off,debt_consolidation,24.11,0.0,1990-09-01,10.0,0.0,684,680,52030,79.0,14599.04,2015-06-01,5086.37,7.983737,36,-19.429487
87983419,10000,10000, 36 months,8.9,317.96,B,8 years,MORTGAGE,70000.0,Source Verified,2016-08-01,Fully Paid,debt_consolidation,11.38,0.0,1976-10-01,5.0,0.0,694,690,2587,31.0,10185.54,2016-10-01,0.0,2.004148,36,0.6184668
98054243,10000,10000, 36 months,5.3,301.15,A,2 years,MORTGAGE,160000.0,Source Verified,2017-02-01,Fully Paid,home_improvement,13.62,0.0,1995-11-01,12.0,0.0,804,800,5989,9.0,10244.302,2017-08-01,0.0,5.946734,36,0.8143392
7947303,5125,5125, 36 months,21.0,193.09,E,,MORTGAGE,30000.0,Verified,2013-10-01,Fully Paid,major_purchase,22.04,0.0,1994-06-01,8.0,1.0,689,685,5068,67.0,5864.313,2014-08-01,0.0,9.9878845,36,4.8085394
71935441,10000,10000, 36 months,8.3,315.17,B,3 years,RENT,44000.0,Not Verified,2016-02-01,Fully Paid,credit_card,7.64,0.0,2001-03-01,6.0,0.0,664,660,11855,65.0,11341.294,2019-02-01,0.0,36.008953,36,4.4709797
24806516,5000,5000, 36 months,12.4,167.25,B,10+ years,RENT,58000.0,Verified,2014-08-01,Fully Paid,debt_consolidation,27.89,0.0,2001-07-01,8.0,0.0,699,695,10339,97.0,5408.71,2015-04-01,0.0,7.983737,36,2.7247329
5779388,16425,16425, 36 months,18.7,481.39,D,8 years,OWN,40000.0,Not Verified,2013-06-01,Fully Paid,credit_card,28.62,0.0,2005-06-01,16.0,0.0,679,675,16574,70.0,19459.713,2016-06-01,0.0,36.008953,36,6.1587276
70842987,30000,30000, 36 months,14.4,1032.05,C,3 years,MORTGAGE,68000.0,Verified,2016-02-01,Fully Paid,debt_consolidation,30.55,0.0,2008-04-01,16.0,0.0,684,680,17172,59.0,34710.61,2017-05-01,0.0,14.948973,36,5.2340107
66513758,10000,10000, 36 months,6.8,308.27,A,3 years,RENT,45000.0,Verified,2015-12-01,Fully Paid,debt_consolidation,17.68,0.0,2007-07-01,5.0,0.0,699,695,11015,82.0,11023.863,2018-03-01,0.0,26.97386,36,3.4128776
71573256,5000,5000, 36 months,11.9,166.05,C,1 year,RENT,48000.0,Source Verified,2016-02-01,Fully Paid,debt_consolidation,19.2,0.0,2010-11-01,14.0,0.0,664,660,4727,46.0,5974.3696,2019-02-01,0.0,36.008953,36,6.4957976
27621803,21550,21550, 36 months,13.9,736.32,C,10+ years,MORTGAGE,48000.0,Verified,2014-09-01,Fully Paid,debt_consolidation,20.33,0.0,2001-11-01,12.0,0.0,669,665,12896,60.0,25526.04,2016-05-01,0.0,19.975769,36,6.150099
18956176,17600,17600, 36 months,13.9,601.36,C,10+ years,RENT,88212.0,Verified,2014-06-01,Fully Paid,debt_consolidation,12.38,0.0,1983-11-01,10.0,0.0,704,700,8692,27.0,19306.85,2015-03-01,0.0,8.969383,36,3.2326698
52038160,6000,6000, 36 months,13.3,203.12,C,10+ years,MORTGAGE,65000.0,Not Verified,2015-06-01,Fully Paid,credit_card,23.43,14.0,1979-10-01,6.0,1.0,664,660,5067,70.0,6693.79,2016-06-01,0.0,12.024888,36,3.8543892
62136282,35000,35000, 36 months,13.3,1184.86,C,10+ years,MORTGAGE,240000.0,Verified,2015-10-01,Fully Paid,debt_consolidation,2.15,1.0,1983-11-01,4.0,0.0,679,675,28380,88.0,42330.62,2018-03-01,0.0,28.978008,36,6.9815435
29553986,17625,17625, 60 months,20.9,476.72,E,2 years,MORTGAGE,75000.0,Not Verified,2014-10-01,Fully Paid,debt_consolidation,18.03,0.0,1998-07-01,8.0,1.0,684,680,8123,76.0,28369.645,2019-03-01,0.0,52.962074,60,12.192505
73723616,8500,8500, 36 months,25.8,341.93,F,10+ years,MORTGAGE,17000.0,Source Verified,2016-03-01,Charged Off,debt_consolidation,48.73,0.0,2006-07-01,9.0,0.0,689,685,10759,84.0,4141.67,2017-01-01,734.59,10.053595,36,-17.09149
99957416,2525,2525, 36 months,16.9,90.02,D,1 year,OWN,20000.0,Source Verified,2017-03-01,Fully Paid,debt_consolidation,5.7,0.0,2012-07-01,3.0,0.0,669,665,3185,97.0,3154.271,2019-02-01,0.0,23.064129,36,8.307208
4334795,15000,15000, 36 months,11.1,492.08,B,10+ years,MORTGAGE,60000.0,Not Verified,2013-04-01,Fully Paid,credit_card,17.26,0.0,2007-04-01,9.0,0.0,709,705,5625,38.0,17827.17,2016-05-01,0.0,36.9946,36,6.2825994
94626475,5600,5600, 36 months,11.4,184.51,B,3 years,RENT,150000.0,Source Verified,2016-12-01,Fully Paid,debt_consolidation,19.8,0.0,2004-11-01,25.0,0.0,664,660,9650,63.0,6531.4165,2019-01-01,0.0,25.002567,36,5.5441456
16842471,23000,23000, 60 months,14.4,541.04,C,10+ years,MORTGAGE,129100.0,Source Verified,2014-05-01,Fully Paid,debt_consolidation,11.65,0.0,1984-04-01,15.0,0.0,669,665,14946,70.0,30597.816,2017-04-01,0.0,35.023308,60,6.6067967
96376866,12000,12000, 36 months,12.7,402.83,C,10+ years,RENT,67000.0,Source Verified,2017-01-01,Fully Paid,debt_consolidation,18.29,0.0,2005-08-01,11.0,1.0,664,660,14298,44.0,13554.655,2018-04-01,0.0,14.948973,36,4.3184867
3641710,3500,3500, 36 months,15.0,122.71,C,3 years,RENT,55000.0,Not Verified,2013-03-01,Fully Paid,debt_consolidation,22.41,0.0,2002-01-01,16.0,1.0,674,670,13823,52.0,4417.3,2016-03-01,0.0,36.008953,36,8.736188
77500376,24925,24925, 36 months,18.2,904.23,D,10+ years,RENT,59000.0,Source Verified,2016-05-01,Fully Paid,debt_consolidation,21.2,0.0,1994-08-01,15.0,1.0,669,665,14562,53.0,32453.1,2019-02-01,0.0,33.052013,36,10.067669
119963061,25000,25000, 60 months,17.0,622.53,D,4 years,MORTGAGE,150000.0,Source Verified,2017-09-01,Fully Paid,credit_card,9.3,0.0,2006-05-01,20.0,0.0,679,675,20866,59.0,29072.191,2018-09-01,0.0,11.992033,60,3.2577531
2906106,5000,5000, 36 months,14.0,171.11,B,1 year,RENT,42000.0,Not Verified,2013-01-01,Fully Paid,debt_consolidation,8.26,0.0,1999-11-01,5.0,0.0,689,685,4965,87.0,5123.4023,2013-05-01,0.0,3.9425862,36,0.8226823
55981413,25000,25000, 36 months,14.6,862.36,C,5 years,MORTGAGE,96500.0,Source Verified,2015-08-01,Fully Paid,debt_consolidation,19.71,1.0,2007-12-01,15.0,0.0,664,660,10700,37.0,30734.977,2018-02-01,0.0,30.06222,36,7.646635
10767099,17225,17225, 60 months,14.9,409.61,C,10+ years,MORTGAGE,70000.0,Verified,2014-02-01,Fully Paid,debt_consolidation,21.09,0.0,1998-12-01,15.0,0.0,739,735,33454,44.0,24475.852,2018-09-01,0.0,54.96622,60,8.418985
91081205,20000,20000, 36 months,10.4,649.96,B,10+ years,MORTGAGE,58368.0,Source Verified,2016-11-01,Fully Paid,debt_consolidation,11.18,2.0,1995-06-01,7.0,0.0,674,670,18240,75.0,22698.344,2018-07-01,0.0,19.942915,36,4.4972396
66005252,4000,4000, 36 months,13.1,135.13,C,2 years,OWN,30000.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,25.8,0.0,2005-01-01,7.0,0.0,664,660,920,48.0,4834.57,2018-08-01,0.0,32.000656,36,6.954748
40422579,9000,9000, 36 months,9.4,288.26,B,10+ years,RENT,70000.0,Not Verified,2015-02-01,Fully Paid,debt_consolidation,21.81,0.0,1998-09-01,9.0,1.0,664,660,6794,45.0,10011.22,2016-08-01,0.0,17.971622,36,3.7452583
35196258,13200,13200, 36 months,7.4,410.55,A,10+ years,RENT,120429.0,Not Verified,2014-11-01,Fully Paid,debt_consolidation,19.69,0.0,2003-07-01,19.0,0.0,694,690,11532,37.0,14558.87,2016-10-01,0.0,22.998419,36,3.4314904
67445990,11650,11650, 60 months,19.9,308.59,E,3 years,RENT,40000.0,Verified,2015-12-01,Charged Off,debt_consolidation,19.89,1.0,2007-01-01,22.0,0.0,674,670,6177,59.0,7703.48,2017-09-01,1232.07,21.027126,60,-6.7751417
119923874,12625,12625, 36 months,25.8,507.46,E,3 years,RENT,37200.0,Source Verified,2017-10-01,Charged Off,debt_consolidation,30.74,0.0,2013-11-01,9.0,0.0,784,780,8,0.0,7112.99,2018-12-01,0.0,13.996181,36,-14.553162
28272421,9600,9600, 36 months,14.9,332.75,C,3 years,RENT,38000.0,Source Verified,2014-10-01,Fully Paid,debt_consolidation,30.45,0.0,2005-09-01,14.0,0.0,669,665,13456,60.0,11858.049,2017-02-01,0.0,28.058071,36,7.8404474
41121446,8500,8500, 36 months,14.6,293.21,C,,MORTGAGE,20266.0,Verified,2015-02-01,Fully Paid,credit_card,28.26,3.0,1982-06-01,4.0,0.0,674,670,14464,90.0,9985.32,2016-08-01,0.0,17.971622,36,5.824785
30826068,15000,15000, 36 months,8.3,472.75,A,10+ years,MORTGAGE,68000.0,Source Verified,2014-10-01,Fully Paid,debt_consolidation,25.41,0.0,1993-08-01,7.0,0.0,704,700,27401,96.0,17034.36,2017-10-01,0.0,36.008953,36,4.5207987
44026674,20000,20000, 36 months,9.9,645.25,B,10+ years,MORTGAGE,185000.0,Verified,2015-04-01,Fully Paid,debt_consolidation,35.28,2.0,1993-08-01,15.0,0.0,694,690,38132,80.0,22779.523,2017-03-01,0.0,22.998419,36,4.6325393
65826769,8000,8000, 36 months,12.0,265.91,C,6 years,RENT,51872.0,Source Verified,2015-12-01,Fully Paid,debt_consolidation,16.64,0.0,2011-07-01,7.0,1.0,679,675,3934,65.0,9567.209,2018-12-01,0.0,36.008953,36,6.5300374
96225951,16000,16000, 60 months,28.6,504.86,F,10+ years,MORTGAGE,54000.0,Verified,2017-01-01,Charged Off,debt_consolidation,22.38,0.0,2004-12-01,15.0,0.0,669,665,7752,74.0,6638.19,2018-03-01,75.0,13.93047,60,-11.702264
34283400,13500,13500, 36 months,12.9,454.81,C,8 years,RENT,36858.0,Not Verified,2014-11-01,Fully Paid,credit_card,12.21,0.0,2005-05-01,5.0,0.0,679,675,11742,85.0,16350.94,2017-12-01,0.0,36.9946,36,7.039359
94478494,20000,20000, 60 months,13.4,460.1,C,10+ years,MORTGAGE,90000.0,Source Verified,2016-12-01,Fully Paid,credit_card,13.99,0.0,1995-10-01,4.0,0.0,684,680,16592,80.0,23022.65,2018-02-01,0.0,14.029036,60,3.0226505
75121097,10000,10000, 36 months,9.7,321.5,B,9 years,RENT,50000.0,Not Verified,2016-03-01,Fully Paid,debt_consolidation,24.03,0.0,2003-12-01,16.0,0.0,689,685,24710,49.0,11568.556,2019-03-01,0.0,35.976097,36,5.228519
17233020,18000,18000, 36 months,6.0,547.84,A,5 years,MORTGAGE,95000.0,Source Verified,2014-05-01,Fully Paid,debt_consolidation,15.79,0.0,1998-01-01,10.0,0.0,734,730,18002,55.0,19465.51,2016-03-01,0.0,22.012772,36,2.713907
68395187,35000,35000, 36 months,7.9,1095.33,A,9 years,MORTGAGE,99400.0,Verified,2015-12-01,Fully Paid,debt_consolidation,31.82,1.0,1984-08-01,17.0,0.0,704,700,42875,53.0,39409.87,2018-10-01,0.0,34.004807,36,4.1998773
62236968,12000,12000, 36 months,6.8,369.93,A,3 years,RENT,70000.0,Verified,2015-10-01,Fully Paid,debt_consolidation,14.08,0.0,1996-10-01,10.0,0.0,749,745,2292,16.0,12823.64,2016-12-01,0.0,14.029036,36,2.287888
38630458,10000,10000, 36 months,17.1,357.23,D,10+ years,MORTGAGE,35000.0,Source Verified,2015-02-01,Fully Paid,credit_card,27.02,0.0,1978-05-01,9.0,0.0,709,705,4371,20.0,11076.24,2015-10-01,0.0,7.950882,36,3.5874677
61519563,12725,12725, 36 months,24.9,505.88,F,1 year,OWN,45000.0,Source Verified,2015-10-01,Fully Paid,debt_consolidation,22.88,1.0,2005-08-01,15.0,0.0,674,670,5991,81.0,16333.938,2017-02-01,0.0,16.066038,36,9.4536705
76202639,9000,9000, 36 months,9.7,289.35,B,4 years,RENT,51000.0,Not Verified,2016-04-01,Fully Paid,other,17.48,0.0,2005-05-01,5.0,1.0,679,675,6832,37.0,9910.142,2017-06-01,0.0,13.996181,36,3.3708947
3235744,12000,12000, 36 months,12.1,399.26,B,3 years,RENT,40000.0,Not Verified,2013-02-01,Charged Off,credit_card,18.27,0.0,2006-07-01,13.0,0.0,714,710,8427,50.0,6326.46,2014-03-01,1141.6,12.911969,36,-15.759833
33290291,24625,24625, 36 months,12.4,823.68,B,7 years,MORTGAGE,77000.0,Verified,2014-10-01,Charged Off,debt_consolidation,19.73,1.0,2000-06-01,8.0,0.0,684,680,10554,25.0,14601.62,2016-02-01,2263.51,16.033184,36,-13.5680275
7701311,11075,11075, 36 months,14.0,380.14,C,3 years,OWN,33000.0,Not Verified,2013-10-01,Fully Paid,debt_consolidation,19.35,0.0,2000-10-01,17.0,0.0,679,675,14311,52.0,13633.84,2016-10-01,0.0,36.008953,36,7.701549
126622287,8000,8000, 36 months,10.4,259.72,B,9 years,MORTGAGE,44000.0,Not Verified,2018-01-01,Fully Paid,debt_consolidation,11.92,0.0,2007-02-01,15.0,1.0,719,715,8134,21.0,8511.4795,2018-09-01,0.0,7.983737,36,2.1311646
104142245,20000,20000, 36 months,11.3,658.48,B,< 1 year,MORTGAGE,116600.0,Not Verified,2017-04-01,Fully Paid,debt_consolidation,31.8,0.0,2001-03-01,22.0,0.0,694,690,39697,52.0,22526.955,2018-08-01,0.0,16.000328,36,4.2115917
78730487,18000,18000, 36 months,11.9,597.78,C,4 years,RENT,36000.0,Source Verified,2016-05-01,Fully Paid,debt_consolidation,23.53,0.0,1990-10-01,11.0,0.0,669,665,19802,69.0,21436.627,2018-12-01,0.0,31.01501,36,6.364124
119837648,10000,10000, 60 months,13.5,230.57,C,10+ years,MORTGAGE,60000.0,Not Verified,2017-09-01,Charged Off,other,19.04,0.0,1996-07-01,15.0,1.0,744,740,1007,3.0,2678.72,2019-01-01,50.0,16.000328,60,-14.642561
126650658,4500,4500, 36 months,7.9,140.96,A,1 year,RENT,37000.0,Source Verified,2018-01-01,Fully Paid,credit_card,19.1,0.0,2011-08-01,14.0,0.0,699,695,3709,67.0,4858.232,2019-03-01,0.0,13.93047,36,2.65357
867780,4500,4500, 36 months,8.4,142.04,A,5 years,RENT,60000.0,Not Verified,2011-08-01,Charged Off,major_purchase,14.98,1.0,2000-07-01,4.0,0.0,739,735,0,32.0,5127.74,2013-12-01,1295.88,28.025217,36,4.6499276
51116590,6400,6400, 36 months,12.2,213.46,C,4 years,RENT,47000.0,Not Verified,2015-06-01,Fully Paid,debt_consolidation,9.86,0.0,2007-08-01,9.0,0.0,694,690,4308,32.0,7685.785,2018-06-01,0.0,36.008953,36,6.6967983
107026557,10800,10800, 36 months,11.4,356.09,B,2 years,RENT,30000.0,Not Verified,2017-04-01,Fully Paid,credit_card,21.04,0.0,2003-09-01,15.0,0.0,704,700,19859,39.0,12247.027,2018-10-01,0.0,18.004477,36,4.466134
